,M_accuracy,global_step,loss,most_accuracy,total_accuracy
0,0.5027766823768616,1,0.7006955742835999,0.4997212588787079,0.5012409090995789
1,0.5042253732681274,51,0.6986539363861084,0.49956199526786804,0.5018813610076904
2,0.5059959888458252,101,0.6969907879829407,0.49964162707328796,0.5028020143508911
3,0.510261595249176,151,0.6951983571052551,0.4994027316570282,0.504803478717804
4,0.5040643811225891,201,0.6937898993492126,0.49844709038734436,0.5012409090995789
5,0.5022937655448914,251,0.6923721432685852,0.48626264929771423,0.4942358434200287
6,0.5030986070632935,301,0.691070556640625,0.4357728660106659,0.4692578613758087
7,0.5109054446220398,351,0.6895257234573364,0.36640918254852295,0.438275545835495
8,0.5274044275283813,401,0.688133180141449,0.3922911584377289,0.4594908356666565
9,0.5677263736724854,451,0.6866567730903625,0.4274906516075134,0.49723801016807556
10,0.5957344174385071,501,0.6849668025970459,0.4262164533138275,0.5105275511741638
11,0.6419315934181213,551,0.6826165914535522,0.442223459482193,0.5415499210357666
12,0.7055935859680176,601,0.6807114481925964,0.45130205154418945,0.5777760148048401
13,0.7460764646530151,651,0.6785897016525269,0.461495578289032,0.6030341982841492
14,0.7437424659729004,701,0.6752562522888184,0.480369508266449,0.6113601922988892
15,0.7896177172660828,751,0.6719656586647034,0.48912957310676575,0.638579785823822
16,0.7904225587844849,801,0.6679730415344238,0.49526160955429077,0.6420623064041138
17,0.7793963551521301,851,0.6636148691177368,0.5012343525886536,0.639580488204956
18,0.7630583643913269,901,0.6591662764549255,0.5060921907424927,0.6338964104652405
19,0.7683702111244202,951,0.6532915234565735,0.5100740790367126,0.638539731502533
20,0.7525955438613892,1001,0.6487728953361511,0.5141355395317078,0.632735550403595
21,0.7946076393127441,1051,0.6399843096733093,0.518117368221283,0.6556320786476135
22,0.787847101688385,1101,0.6327804327011108,0.519630491733551,0.6530301570892334
23,0.794366180896759,1151,0.6273717284202576,0.5207453966140747,0.6568329334259033
24,0.7896177172660828,1201,0.6215149760246277,0.5248864889144897,0.6565527319908142
25,0.7892957925796509,1251,0.6156112551689148,0.5267181396484375,0.6573132872581482
26,0.7851911187171936,1301,0.6100541949272156,0.5326113104820251,0.6582339406013489
27,0.7848691940307617,1351,0.6059345006942749,0.538504421710968,0.66103595495224
28,0.7804426550865173,1401,0.6020382642745972,0.545831024646759,0.6625170111656189
29,0.7832595705986023,1451,0.5989375710487366,0.5480608344078064,0.6650388240814209
30,0.7965392470359802,1501,0.5963467955589294,0.5509277582168579,0.6730846166610718
31,0.7962173223495483,1551,0.5934343934059143,0.5571394562721252,0.6760467290878296
32,0.7987927794456482,1601,0.587682843208313,0.5622361898422241,0.6798895001411438
33,0.7971026301383972,1651,0.5841519832611084,0.5685275197029114,0.6822112202644348
34,0.7976660132408142,1701,0.5815499424934387,0.5742613673210144,0.6853734850883484
35,0.8061167001724243,1751,0.5763741731643677,0.5807915925979614,0.692858874797821
36,0.8082897663116455,1801,0.5727407932281494,0.5817472338676453,0.6944199800491333
37,0.8061167001724243,1851,0.5697081089019775,0.5864458084106445,0.6957008838653564
38,0.8094969987869263,1901,0.5644049644470215,0.5958429574966431,0.7021055221557617
39,0.8072434663772583,1951,0.5607745051383972,0.6023731827735901,0.7042670845985413
40,0.8086116909980774,2001,0.5569945573806763,0.6110535860061646,0.7093107104301453
41,0.8123138546943665,2051,0.5542197823524475,0.6118499636650085,0.7115523219108582
42,0.8142454624176025,2101,0.5479633808135986,0.6225212812423706,0.7178768515586853
43,0.8173038363456726,2151,0.5428697466850281,0.6416341662406921,0.7290048599243164
44,0.8174647688865662,2201,0.5387117266654968,0.6498367190361023,0.7332078814506531
45,0.8188329935073853,2251,0.5333600044250488,0.6592338681221008,0.7386118173599243
46,0.8196378350257874,2301,0.5285800695419312,0.6691088676452637,0.7439756393432617
47,0.820040225982666,2351,0.5239187479019165,0.6714979410171509,0.7453766465187073
48,0.8206840753555298,2401,0.5174151659011841,0.6855936646461487,0.7527819871902466
49,0.823983907699585,2451,0.5115768313407898,0.6978577971458435,0.7605876326560974
50,0.8255130648612976,2501,0.5086527466773987,0.7075734734535217,0.7662317156791687
51,0.8295372128486633,2551,0.49911653995513916,0.718005895614624,0.7734768986701965
52,0.8287323713302612,2601,0.49275681376457214,0.7203153371810913,0.7742374539375305
53,0.8297786712646484,2651,0.48609012365341187,0.7270845174789429,0.7781602740287781
54,0.8274446725845337,2701,0.4793351888656616,0.7368001937866211,0.7818829417228699
55,0.827042281627655,2751,0.4719398319721222,0.7445249557495117,0.7855656147003174
56,0.8284104466438293,2801,0.4650004804134369,0.7564705014228821,0.792250394821167
57,0.8300201296806335,2851,0.45805680751800537,0.7655491232872009,0.7976142764091492
58,0.8326760530471802,2901,0.45054182410240173,0.7740702629089355,0.8032183051109314
59,0.8354125022888184,2951,0.44670215249061584,0.7829895615577698,0.8090625405311584
60,0.8389537334442139,3001,0.4374086558818817,0.7858564853668213,0.8122648596763611
61,0.8408048152923584,3051,0.43284541368484497,0.7940590977668762,0.8173084855079651
62,0.838631808757782,3101,0.429581880569458,0.8009874820709229,0.8197101950645447
63,0.8429778814315796,3151,0.42036256194114685,0.8061639070510864,0.8244736194610596
64,0.8454728126525879,3201,0.41419464349746704,0.8130126595497131,0.8291569948196411
65,0.8491750359535217,3251,0.40646618604660034,0.815561056137085,0.8322792649269104
66,0.8459557294845581,3301,0.4030667841434479,0.8177112340927124,0.8317588567733765
67,0.8430583477020264,3351,0.3979108929634094,0.8248785734176636,0.833920419216156
68,0.8523943424224854,3401,0.3924294412136078,0.8326829671859741,0.8424866199493408
69,0.8531991839408875,3451,0.38907599449157715,0.8322848081588745,0.8426867127418518
70,0.8487726449966431,3501,0.38559138774871826,0.8376204371452332,0.8431670665740967
71,0.8529577255249023,3551,0.3803165555000305,0.8394520878791809,0.8461692333221436
72,0.8446680307388306,3601,0.3818426728248596,0.8411244750022888,0.8428868651390076
73,0.8552917242050171,3651,0.37285369634628296,0.8460619449615479,0.8506524562835693
74,0.8562575578689575,3701,0.37081241607666016,0.8458230495452881,0.8510127067565918
75,0.8582696318626404,3751,0.36576148867607117,0.8396909832954407,0.8489312529563904
76,0.8548088669776917,3801,0.36396878957748413,0.8464601635932922,0.850612461566925
77,0.8619718551635742,3851,0.3569983243942261,0.8499641418457031,0.8559362888336182
78,0.8647887110710144,3901,0.3535473644733429,0.8497252464294434,0.8572171926498413
79,0.8639034032821655,3951,0.3511715829372406,0.8567333221435547,0.8602994084358215
80,0.8662374019622803,4001,0.35187968611717224,0.8561758399009705,0.8611800670623779
81,0.8696177005767822,4051,0.34364989399909973,0.85665363073349,0.8631014227867126
82,0.8699396252632141,4101,0.34233301877975464,0.8556979894638062,0.8627812266349792
83,0.8682494759559631,4151,0.3384729325771332,0.8585649728775024,0.8633816242218018
