,M_accuracy,global_step,loss,most_accuracy,total_accuracy
0,0.4967920780181885,1,0.6998193860054016,0.5100279450416565,0.503381073474884
1,0.4965544641017914,51,0.6981637477874756,0.5140231847763062,0.5052505731582642
2,0.4966336488723755,101,0.6969722509384155,0.5158609747886658,0.5062052607536316
3,0.49536633491516113,151,0.6959394812583923,0.5103476047515869,0.5028241872787476
4,0.48720791935920715,201,0.6946345567703247,0.5053935050964355,0.49626094102859497
5,0.48221781849861145,251,0.6935738325119019,0.5060327649116516,0.49407318234443665
6,0.47754454612731934,301,0.692298412322998,0.5076308250427246,0.49252188205718994
7,0.4788118898868561,351,0.6912837028503418,0.5093088150024414,0.4939936399459839
8,0.48958414793014526,401,0.69033282995224,0.5309628248214722,0.5101829767227173
9,0.4935445487499237,451,0.6892527341842651,0.5574111342430115,0.5253381133079529
10,0.4959207773208618,501,0.688098669052124,0.5604474544525146,0.5280429720878601
11,0.5036039352416992,551,0.686549186706543,0.5660407543182373,0.5346857309341431
12,0.5230891108512878,601,0.6845315098762512,0.56476229429245,0.5438345074653625
13,0.5638020038604736,651,0.6820205450057983,0.6016780138015747,0.5826570987701416
14,0.5658614039421082,701,0.6796520352363586,0.6765481233596802,0.6209626197814941
15,0.6119604110717773,751,0.6765802502632141,0.6338793635368347,0.6228719353675842
16,0.6180593967437744,801,0.6735804677009583,0.6634438633918762,0.6406523585319519
17,0.6089504957199097,851,0.6703823804855347,0.7184178829193115,0.6634446978569031
18,0.6320791840553284,901,0.6661787033081055,0.7181782126426697,0.6749403476715088
19,0.6631287336349487,951,0.660085141658783,0.7027567028999329,0.682856023311615
20,0.6753267049789429,1001,0.653450608253479,0.7292049527168274,0.7021479606628418
21,0.6899802088737488,1051,0.6441478133201599,0.72105473279953,0.7054494619369507
22,0.6986138820648193,1101,0.6338459253311157,0.7342389225959778,0.7163484692573547
23,0.7039999961853027,1151,0.6229182481765747,0.714103102684021,0.7090294361114502
24,0.715168297290802,1201,0.610564112663269,0.7319216728210449,0.723508358001709
25,0.7169108986854553,1251,0.5971680879592896,0.7307231426239014,0.7237867712974548
26,0.715168297290802,1301,0.5867884159088135,0.7175389528274536,0.7163484692573547
27,0.7225346565246582,1351,0.5725505948066711,0.736316442489624,0.7293953895568848
28,0.7210296988487244,1401,0.5675714015960693,0.7450259923934937,0.7329753637313843
29,0.7211881279945374,1451,0.557178258895874,0.7472633123397827,0.7341686487197876
30,0.7260197997093201,1501,0.5461084246635437,0.7610867023468018,0.7434765100479126
31,0.7295049428939819,1551,0.537253201007843,0.7697962522506714,0.7495624423027039
32,0.7340990304946899,1601,0.5304892659187317,0.7802636623382568,0.7570803761482239
33,0.7358415722846985,1651,0.5228801965713501,0.7825009822845459,0.7590692043304443
34,0.7443960309028625,1701,0.5143793225288391,0.7925689220428467,0.7683770656585693
35,0.7509703040122986,1751,0.5081196427345276,0.7971234321594238,0.7739459276199341
36,0.7547723054885864,1801,0.5013754367828369,0.7960847020149231,0.7753381133079529
37,0.7432871460914612,1851,0.5034891963005066,0.7946464419364929,0.7688544392585754
38,0.7557227611541748,1901,0.491104394197464,0.806871771812439,0.7811853885650635
39,0.765386164188385,1951,0.4829710125923157,0.8098282217979431,0.7875099182128906
40,0.7723564505577087,2001,0.47525641322135925,0.8130243420600891,0.7926014065742493
41,0.7714851498603821,2051,0.4735982418060303,0.8120655417442322,0.7916865348815918
42,0.7776633501052856,2101,0.46575015783309937,0.816859781742096,0.7971758246421814
43,0.7821782231330872,2151,0.46053066849708557,0.8182181119918823,0.8001193404197693
44,0.7867722511291504,2201,0.4537045657634735,0.8186176419258118,0.802625298500061
45,0.7903366088867188,2251,0.45024988055229187,0.8181382417678833,0.8041766285896301
46,0.7955643534660339,2301,0.44494783878326416,0.8258090019226074,0.8106205463409424
47,0.7977821826934814,2351,0.4401783347129822,0.8262085318565369,0.811933159828186
48,0.8045940399169922,2401,0.4340481162071228,0.8300439715385437,0.8172633051872253
49,0.8063366413116455,2451,0.42927128076553345,0.8298841118812561,0.8180588483810425
50,0.8114059567451477,2501,0.4247092604637146,0.8324410915374756,0.8218774795532227
51,0.8137821555137634,2551,0.4215344190597534,0.8336396217346191,0.8236674666404724
52,0.8167128562927246,2601,0.4165376126766205,0.8386735916137695,0.8276451826095581
53,0.8196435570716858,2651,0.41197293996810913,0.8395525217056274,0.8295544981956482
54,0.8228119015693665,2701,0.40811774134635925,0.841310441493988,0.8320206999778748
55,0.8223366141319275,2751,0.4064209759235382,0.8401917815208435,0.8312251567840576
56,0.8307326436042786,2801,0.4073008894920349,0.8369156718254089,0.8338106870651245
57,0.830970287322998,2851,0.3981670141220093,0.843787431716919,0.8373508453369141
58,0.8274059295654297,2901,0.3968840539455414,0.8461845517158508,0.8367542028427124
59,0.8366732597351074,2951,0.39237669110298157,0.8446664214134216,0.840652346611023
60,0.8425346612930298,3001,0.38712286949157715,0.8463444113731384,0.8444311618804932
61,0.8434059619903564,3051,0.3827515244483948,0.8458649516105652,0.8446300625801086
62,0.8438019752502441,3101,0.38385266065597534,0.845944881439209,0.8448687195777893
63,0.8475247621536255,3151,0.37564218044281006,0.851298451423645,0.8494033217430115
64,0.8485544323921204,3201,0.3797599673271179,0.8469836115837097,0.847772479057312
65,0.8509306907653809,3251,0.3699602484703064,0.8522573113441467,0.8515911102294922
66,0.8491089344024658,3301,0.36779382824897766,0.8552936315536499,0.8521877527236938
67,0.849425733089447,3351,0.36606839299201965,0.8561726212501526,0.8527843952178955
68,0.8530693054199219,3401,0.3622308373451233,0.8565720915794373,0.8548130393028259
69,0.8537821769714355,3451,0.3600010871887207,0.858170211315155,0.8559665679931641
70,0.854019820690155,3501,0.35868316888809204,0.8550539612770081,0.8545346260070801
71,0.8549702763557434,3551,0.3553076982498169,0.8579304814338684,0.8564439415931702
72,0.8577425479888916,3601,0.35487592220306396,0.8585697412490845,0.8581543564796448
73,0.8563960194587708,3651,0.35252225399017334,0.858170211315155,0.8572792410850525
74,0.8610693216323853,3701,0.3484315574169159,0.8600080013275146,0.8605409860610962
75,0.8640792369842529,3751,0.3498569130897522,0.8548941016197205,0.8595067858695984
76,0.8640000224113464,3801,0.34456193447113037,0.861366331577301,0.8626889586448669
77,0.8644752502441406,3851,0.3492439389228821,0.8561726212501526,0.8603420853614807
78,0.8656633496284485,3901,0.3420059084892273,0.8620855212211609,0.8638822436332703
79,0.8649504780769348,3951,0.3387729525566101,0.864402711391449,0.8646777868270874
80,0.868198037147522,4001,0.33570289611816406,0.8647223114967346,0.8664677739143372
81,0.8696237802505493,4051,0.3369911015033722,0.8653615713119507,0.867501974105835
82,0.869861364364624,4101,0.33188948035240173,0.8657611012458801,0.8678202033042908
83,0.8697029948234558,4151,0.3291119933128357,0.8692768812179565,0.8694908618927002
84,0.8666138648986816,4201,0.33193063735961914,0.8679184913635254,0.8672633171081543
85,0.8714455366134644,4251,0.3256259262561798,0.8684778213500977,0.8699681758880615
86,0.868039608001709,4301,0.3247254490852356,0.8710347414016724,0.8695306181907654
87,0.8694653511047363,4351,0.32725897431373596,0.8689572215080261,0.8692123889923096
88,0.8693861365318298,4401,0.32271674275398254,0.8720735311508179,0.8707239627838135
89,0.8687524795532227,4451,0.32110396027565,0.8737515211105347,0.87124103307724
90,0.8654257655143738,4501,0.32094237208366394,0.8716740012168884,0.8685361742973328
91,0.8706534504890442,4551,0.31800881028175354,0.8684778213500977,0.8695704340934753
92,0.8718416094779968,4601,0.31715521216392517,0.874390721321106,0.8731105923652649
93,0.8775445818901062,4651,0.3113996386528015,0.8732720613479614,0.8754176497459412
94,0.8772277235984802,4701,0.311681866645813,0.8745505213737488,0.8758949637413025
95,0.874455451965332,4751,0.31141847372055054,0.8756691813468933,0.8750596642494202
96,0.8736633658409119,4801,0.3097817003726959,0.8751897811889648,0.8744232058525085
97,0.878891110420227,4851,0.3053808808326721,0.8777467012405396,0.8783214092254639
98,0.8806336522102356,4901,0.3026266396045685,0.8795844912528992,0.8801113963127136
99,0.8819801807403564,4951,0.3023020327091217,0.8788653612136841,0.8804295659065247
100,0.8831683397293091,5001,0.3034428060054779,0.8803835511207581,0.8817819952964783
101,0.8854653239250183,5051,0.2997744381427765,0.8835797309875488,0.8845266699790955
102,0.8858613967895508,5101,0.2986859083175659,0.8841390609741211,0.8850039839744568
103,0.8881584405899048,5151,0.29509392380714417,0.8814222812652588,0.8848050832748413
104,0.8880792260169983,5201,0.29294833540916443,0.885097861289978,0.8865950703620911
105,0.8878415822982788,5251,0.2915644645690918,0.8814222812652588,0.8846459984779358
106,0.8871287107467651,5301,0.2886405885219574,0.8849380612373352,0.8860381841659546
107,0.888316810131073,5351,0.28814318776130676,0.8846184611320496,0.8864757418632507
108,0.8913267254829407,5401,0.28888973593711853,0.8841390609741211,0.8877485990524292
109,0.8895841836929321,5451,0.2843886613845825,0.8888533711433411,0.8892203569412231
110,0.886495053768158,5501,0.2854926884174347,0.8906112909317017,0.8885441422462463
111,0.8889504671096802,5551,0.2819991707801819,0.8911706209182739,0.8900557160377502
112,0.888792097568512,5601,0.2799520790576935,0.8926088809967041,0.8906921148300171
113,0.8902970552444458,5651,0.27898696064949036,0.893487811088562,0.8918854594230652
114,0.8898217678070068,5701,0.2781447172164917,0.8918098211288452,0.8908114433288574
115,0.876752495765686,5751,0.28816840052604675,0.888134241104126,0.8824184536933899
116,0.8885544538497925,5801,0.274662047624588,0.891250491142273,0.8898965716362
117,0.8905346393585205,5851,0.276107519865036,0.8891729712486267,0.8898568153381348
118,0.8896633386611938,5901,0.27353742718696594,0.8885337710380554,0.8891010284423828
119,0.8896633386611938,5951,0.27364063262939453,0.8864562511444092,0.888066828250885
120,0.8898217678070068,6001,0.2725802958011627,0.8908509612083435,0.8903341293334961
121,0.8902178406715393,6051,0.2705676257610321,0.8931682109832764,0.8916865587234497
122,0.8921188116073608,6101,0.2676450312137604,0.8922892808914185,0.892203688621521
123,0.8914059400558472,6151,0.2666824758052826,0.8948462009429932,0.8931185603141785
124,0.8905346393585205,6201,0.26810160279273987,0.8953256011009216,0.892919659614563
125,0.892594039440155,6251,0.26430827379226685,0.896604061126709,0.8945903182029724
126,0.893069326877594,6301,0.2618008852005005,0.8971633911132812,0.8951073884963989
127,0.8934653401374817,6351,0.2616538405418396,0.8970835208892822,0.8952665328979492
128,0.8940197825431824,6401,0.26035329699516296,0.8978026509284973,0.8959029316902161
129,0.89702969789505,6451,0.2578369975090027,0.8989213109016418,0.8979713320732117
130,0.8985346555709839,6501,0.25594961643218994,0.9005193710327148,0.8995226621627808
131,0.8995643854141235,6551,0.25783562660217285,0.8978825211524963,0.8987271189689636
132,0.9012277126312256,6601,0.2563609182834625,0.8979624509811401,0.8996022343635559
133,0.9008316993713379,6651,0.2540733218193054,0.8978026509284973,0.8993237614631653
134,0.9018613696098328,6701,0.2525225877761841,0.8993208408355713,0.9005966782569885
135,0.8918811678886414,6751,0.2575204372406006,0.903475821018219,0.8976531624794006
136,0.9018613696098328,6801,0.24991899728775024,0.9030762910842896,0.9024661779403687
137,0.9029703140258789,6851,0.2476380169391632,0.9037155508995056,0.9033412933349609
138,0.9015445709228516,6901,0.24702651798725128,0.9051538109779358,0.9033412933349609
139,0.8971089124679565,6951,0.24949292838573456,0.9040351510047913,0.9005568623542786
140,0.9019405841827393,7001,0.24521306157112122,0.9037155508995056,0.9028241634368896
141,0.9017030000686646,7051,0.24389953911304474,0.9070715308189392,0.9043754935264587
142,0.9005940556526184,7101,0.24608056247234344,0.9053136110305786,0.90294349193573
143,0.9044752717018127,7151,0.24002893269062042,0.9081102609634399,0.9062848091125488
144,0.9058218002319336,7201,0.23828499019145966,0.9098681807518005,0.9078361392021179
145,0.9064554572105408,7251,0.2437533289194107,0.9025169610977173,0.9044948220252991
146,0.9065346717834473,7301,0.23870553076267242,0.9077107310295105,0.9071201086044312
147,0.9043960571289062,7351,0.237806037068367,0.907231330871582,0.9058074951171875
148,0.8968712687492371,7401,0.24205049872398376,0.9082700610160828,0.9025457501411438
149,0.9025742411613464,7451,0.23828519880771637,0.9080303907394409,0.9052903652191162
150,0.9077227711677551,7501,0.23336513340473175,0.9098681807518005,0.9087907671928406
151,0.9071683287620544,7551,0.2309596687555313,0.911945641040802,0.9095465540885925
152,0.9076435565948486,7601,0.23295901715755463,0.9125049710273743,0.910063624382019
