,at_least_3_accuracy,first_3_accuracy,global_step,loss,total_accuracy
0,0.4970173239707947,0.5038347840309143,1,0.697252631187439,0.5004028677940369
1,0.49730831384658813,0.5038347840309143,51,0.6957090497016907,0.50054931640625
2,0.4975993037223816,0.5038347840309143,101,0.6942306756973267,0.5006958246231079
3,0.49730831384658813,0.5038347840309143,151,0.6929103136062622,0.50054931640625
4,0.49745380878448486,0.5038347840309143,201,0.6919382214546204,0.500622570514679
5,0.49730831384658813,0.5038347840309143,251,0.6913590431213379,0.50054931640625
6,0.4977447986602783,0.5038347840309143,301,0.6899585723876953,0.5007690787315369
7,0.49730831384658813,0.5038347840309143,351,0.6890567541122437,0.50054931640625
8,0.4986177682876587,0.5038347840309143,401,0.6876789927482605,0.5012085437774658
9,0.4993452727794647,0.5039823055267334,451,0.6865229606628418,0.5016480088233948
10,0.5117124915122986,0.5042772889137268,501,0.6848236322402954,0.5080202221870422
11,0.5035646557807922,0.5045722723007202,551,0.6833170652389526,0.5040650367736816
12,0.529754102230072,0.5070796608924866,601,0.6810178160667419,0.5184941291809082
13,0.5213152766227722,0.5430678725242615,651,0.6784217357635498,0.532117486000061
14,0.6710315942764282,0.6179941296577454,701,0.6743080019950867,0.6446934938430786
15,0.8687618374824524,0.6318584084510803,751,0.6687310934066772,0.7511169910430908
16,0.871671736240387,0.6486725807189941,801,0.660245418548584,0.760931670665741
17,0.8863669633865356,0.6749262809753418,851,0.6487884521484375,0.7813667058944702
18,0.8853484392166138,0.7005899548530579,901,0.6284908056259155,0.793598473072052
19,0.871671736240387,0.7230088710784912,951,0.6017806529998779,0.7978466153144836
20,0.8738542199134827,0.7502949833869934,1001,0.5626880526542664,0.8124954104423523
21,0.8475192785263062,0.7730088233947754,1051,0.5199392437934875,0.8105178475379944
22,0.8588680624961853,0.7812684178352356,1101,0.4852346181869507,0.8203325271606445
23,0.8543576598167419,0.806637167930603,1151,0.45212823152542114,0.8306599259376526
24,0.846500813961029,0.821386456489563,1201,0.4309580326080322,0.8340291380882263
25,0.8530481457710266,0.8358407020568848,1251,0.41045284271240234,0.8445030450820923
26,0.8705077767372131,0.8362832069396973,1301,0.39968064427375793,0.8535120487213135
27,0.8636694550514221,0.8463127017021179,1351,0.37779608368873596,0.8550501465797424
28,0.8754546642303467,0.8395280241966248,1401,0.37049388885498047,0.8576136827468872
29,0.8652698993682861,0.8660767078399658,1451,0.35270005464553833,0.8656705617904663
30,0.8782191276550293,0.8737463355064392,1501,0.33834558725357056,0.8759979605674744
31,0.8619234561920166,0.8797935247421265,1551,0.3314434885978699,0.8707976341247559
32,0.8878219127655029,0.8805309534072876,1601,0.31570249795913696,0.8842012882232666
33,0.8841844797134399,0.8892330527305603,1651,0.30749279260635376,0.8866915702819824
34,0.8910228610038757,0.8876106142997742,1701,0.29886919260025024,0.8893283605575562
35,0.8894223570823669,0.8949852585792542,1751,0.28932857513427734,0.892184853553772
36,0.8913138508796692,0.8941003084182739,1801,0.28160932660102844,0.8926975727081299
37,0.9054270386695862,0.9032448530197144,1851,0.27172091603279114,0.9043433666229248
38,0.9143023490905762,0.9069321751594543,1901,0.2628101110458374,0.9106423258781433
