,at_least_3_accuracy,first_3_accuracy,global_step,loss,total_accuracy
0,0.4923686385154724,0.5409836173057556,1,0.6980242133140564,0.5167081952095032
1,0.4923686385154724,0.5398126244544983,51,0.6942850351333618,0.5161219239234924
2,0.4923686385154724,0.5737704634666443,101,0.690065860748291,0.533123254776001
3,0.4923686385154724,0.5725995302200317,151,0.688446044921875,0.5325369834899902
4,0.4923686385154724,0.5382025837898254,201,0.6886160969734192,0.51531583070755
5,0.4925154149532318,0.5695257782936096,251,0.6858522891998291,0.5310713648796082
6,0.49295568466186523,0.614168643951416,301,0.680877149105072,0.5536420941352844
7,0.5011740326881409,0.6058255434036255,351,0.6776964068412781,0.5535688400268555
8,0.5090988874435425,0.606996476650238,401,0.6748717427253723,0.5581122636795044
9,0.5519518852233887,0.6125585436820984,451,0.6711892485618591,0.5822951793670654
10,0.6112415790557861,0.6223653554916382,501,0.6661004424095154,0.6168107986450195
11,0.8187555074691772,0.6242681741714478,551,0.6601956486701965,0.7213835716247559
12,0.8422365784645081,0.6238290667533875,601,0.65378737449646,0.7328887581825256
13,0.8326973915100098,0.6475409865379333,651,0.642579972743988,0.7399970889091492
14,0.8225711584091187,0.6570550203323364,701,0.6282202005386353,0.7397039532661438
15,0.8310830593109131,0.6731557250022888,751,0.6099585294723511,0.752015233039856
16,0.8056941628456116,0.6886709332466125,801,0.5896406173706055,0.7471053600311279
17,0.848253607749939,0.6967213153839111,851,0.5614219307899475,0.7723875045776367
18,0.859847366809845,0.720433235168457,901,0.5294988751411438,0.790048360824585
19,0.8504549264907837,0.7281908392906189,951,0.5017232298851013,0.7892422676086426
20,0.848840594291687,0.744584321975708,1001,0.48115211725234985,0.7966437339782715
21,0.8539770841598511,0.760538637638092,1051,0.4558948576450348,0.8071962594985962
22,0.8525095582008362,0.7688817381858826,1101,0.44609740376472473,0.8106404542922974
23,0.8579395413398743,0.7791276574134827,1151,0.42995119094848633,0.8184816241264343
24,0.864837110042572,0.789080798625946,1201,0.414542019367218,0.8269090056419373
25,0.8641033172607422,0.7947892546653748,1251,0.4048662483692169,0.8294005393981934
26,0.8632227778434753,0.8044496774673462,1301,0.3938174843788147,0.8337974548339844
27,0.8664514422416687,0.8031322956085205,1351,0.38493335247039795,0.8347501158714294
28,0.8621954917907715,0.8098653554916382,1401,0.3805985450744629,0.8359959125518799
29,0.8698268532752991,0.8126463890075684,1451,0.36858054995536804,0.8411988615989685
30,0.871294379234314,0.7767857313156128,1501,0.3779853880405426,0.8239777088165283
31,0.8751100897789001,0.8163056373596191,1551,0.3579127788543701,0.8456690311431885
32,0.8777517080307007,0.8312353491783142,1601,0.3514156937599182,0.8544628620147705
33,0.8699735999107361,0.8373829126358032,1651,0.35173338651657104,0.8536567687988281
34,0.8746697902679443,0.8367974162101746,1701,0.3493514060974121,0.855708658695221
35,0.8773114085197449,0.8382611274719238,1751,0.3459503948688507,0.857760488986969
36,0.8778984546661377,0.8473360538482666,1801,0.334138423204422,0.8625971078872681
37,0.8800997734069824,0.8391393423080444,1851,0.3273329734802246,0.8595925569534302
38,0.8823011517524719,0.8512880802154541,1901,0.3229530155658722,0.8667741417884827
39,0.8900792598724365,0.8321135640144348,1951,0.32273513078689575,0.8610581755638123
40,0.8889051675796509,0.8483606576919556,2001,0.31438446044921875,0.8686062097549438
41,0.8938949108123779,0.8334308862686157,2051,0.3162209689617157,0.8636230230331421
42,0.8911065459251404,0.8599238991737366,2101,0.3056379556655884,0.875494658946991
43,0.8966832756996155,0.852898120880127,2151,0.30201220512390137,0.8747618198394775
44,0.8950690031051636,0.8571428656578064,2201,0.29907071590423584,0.8760809302330017
45,0.8955092430114746,0.8653395771980286,2251,0.2967754602432251,0.880404531955719
46,0.8911065459251404,0.8681206107139587,2301,0.29908737540245056,0.8795984387397766
47,0.9043146371841431,0.8612412214279175,2351,0.2891320586204529,0.8827494978904724
48,0.9056354761123657,0.868852436542511,2401,0.2850383520126343,0.8872197270393372
49,0.9095978736877441,0.8676815032958984,2451,0.28232672810554504,0.8886120319366455
50,0.9131200313568115,0.8732435703277588,2501,0.28254884481430054,0.8931555151939392
51,0.9120927453041077,0.8730971813201904,2551,0.2772371172904968,0.8925692439079285
52,0.9085705876350403,0.8777810335159302,2601,0.2745508849620819,0.8931555151939392
53,0.9076900482177734,0.8788056373596191,2651,0.2742544114589691,0.8932287693023682
54,0.9140005707740784,0.8704625368118286,2701,0.2705496847629547,0.8922028541564941
55,0.8909597992897034,0.8612412214279175,2751,0.28867480158805847,0.8760809302330017
56,0.9144408702850342,0.8850995302200317,2801,0.2601759433746338,0.899750828742981
57,0.9166421890258789,0.8874414563179016,2851,0.25730636715888977,0.9020226001739502
58,0.9173759818077087,0.8890514969825745,2901,0.2560565173625946,0.9031950831413269
59,0.9181097745895386,0.891686201095581,2951,0.2535066306591034,0.9048805236816406
60,0.9084238409996033,0.880415678024292,3001,0.27479442954063416,0.8944013118743896
61,0.9147343635559082,0.8827576041221619,3051,0.25286221504211426,0.8987249135971069
62,0.921778678894043,0.8928571343421936,3101,0.2424585074186325,0.9072988629341125
63,0.9258878827095032,0.8954917788505554,3151,0.23816266655921936,0.9106698036193848
64,0.9299970865249634,0.8979800939559937,3201,0.23864808678627014,0.913967490196228
65,0.9250073432922363,0.8988583087921143,3251,0.2346336990594864,0.9119156002998352
66,0.9361608624458313,0.8991510272026062,3301,0.22922222316265106,0.9176315665245056
67,0.9376283884048462,0.902517557144165,3351,0.22577115893363953,0.9200498461723328
68,0.938362181186676,0.9039812684059143,3401,0.22431716322898865,0.9211490750312805
69,0.9448195099830627,0.9051522016525269,3451,0.22245444357395172,0.9249597191810608
70,0.9351335763931274,0.8798301815986633,3501,0.23623716831207275,0.9074454307556152
71,0.9452597498893738,0.9031030535697937,3551,0.2254490852355957,0.9241536259651184
72,0.9479013681411743,0.908665120601654,3601,0.210310161113739,0.9282573461532593
73,0.9465805888175964,0.9067623019218445,3651,0.20712818205356598,0.9266451597213745
74,0.9449662566184998,0.9104215502738953,3701,0.2104307860136032,0.9276711344718933
75,0.949662446975708,0.9121779799461365,3751,0.20258955657482147,0.9308955073356628
76,0.9580276012420654,0.9118852615356445,3801,0.20411556959152222,0.9349259734153748
77,0.9612562656402588,0.9120315909385681,3851,0.20413359999656677,0.9366114735603333
78,0.960815966129303,0.9133489727973938,3901,0.19332458078861237,0.9370511770248413
79,0.9571470618247986,0.9139344096183777,3951,0.20079100131988525,0.9355122447013855
80,0.9574405550956726,0.9152517318725586,4001,0.19702932238578796,0.9363183379173279
81,0.9584678411483765,0.914373517036438,4051,0.18691642582416534,0.9363915920257568
82,0.9637510776519775,0.9186182618141174,4101,0.1868811547756195,0.9411548972129822
83,0.9671264886856079,0.9189109802246094,4151,0.18751510977745056,0.9429869651794434
84,0.9633108377456665,0.920521080493927,4201,0.18317371606826782,0.9418877363204956
85,0.9675667881965637,0.9225702285766602,4251,0.1810501366853714,0.9450388550758362
86,0.9449662566184998,0.9112997651100159,4301,0.18550443649291992,0.9281107783317566
87,0.9677135348320007,0.9240339398384094,4351,0.1825411319732666,0.9458449482917786
88,0.9653654098510742,0.9241803288459778,4401,0.17691031098365784,0.9447457194328308
89,0.9705018997192383,0.9189109802246094,4451,0.16724810004234314,0.9446724057197571
90,0.972262978553772,0.9268149733543396,4501,0.1697772592306137,0.9495090246200562
91,0.9705018997192383,0.9275468587875366,4551,0.17116621136665344,0.9489960670471191
92,0.9731435179710388,0.9284250736236572,4601,0.16010946035385132,0.9507548213005066
93,0.9735838174819946,0.9298887848854065,4651,0.1630290448665619,0.9517074823379517
94,0.9553859829902649,0.9112997651100159,4701,0.17505140602588654,0.93331378698349
95,0.9727032780647278,0.9306206107139587,4751,0.16314828395843506,0.9516341686248779
96,0.966099202632904,0.9316452145576477,4801,0.15594439208507538,0.9488494992256165
97,0.9741708040237427,0.9174473285675049,4851,0.15866680443286896,0.9457716345787048
98,0.9806281328201294,0.9244730472564697,4901,0.15222550928592682,0.952513575553894
99,0.9788670539855957,0.9326698184013367,4951,0.1492205411195755,0.9557379484176636
100,0.9803345799446106,0.9319379329681396,5001,0.14674517512321472,0.9561043381690979
101,0.9759318828582764,0.9317915439605713,5051,0.1444605439901352,0.9538326263427734
102,0.9806281328201294,0.9317915439605713,5101,0.15987379848957062,0.9561776518821716
103,0.9709421992301941,0.9317915439605713,5151,0.1433866322040558,0.9513410329818726
104,0.9756383895874023,0.9372072815895081,5201,0.14015117287635803,0.9563974738121033
105,0.9728500247001648,0.936475396156311,5251,0.1379578858613968,0.9546387195587158
106,0.977105975151062,0.9334016442298889,5301,0.13764183223247528,0.9552249908447266
107,0.9794540405273438,0.9376463890075684,5351,0.1322985142469406,0.958522617816925
108,0.9753448963165283,0.9396955370903015,5401,0.13309067487716675,0.957496702671051
109,0.9806281328201294,0.9152517318725586,5451,0.14855338633060455,0.9478968381881714
110,0.9807748794555664,0.9382318258285522,5501,0.12888678908348083,0.9594752788543701
111,0.9753448963165283,0.9399883151054382,5551,0.12784263491630554,0.9576432704925537
112,0.9825359582901001,0.9442330002784729,5601,0.1301407516002655,0.9633592367172241
113,0.9709421992301941,0.9446721076965332,5651,0.1321265548467636,0.9577898383140564
114,0.9800410866737366,0.9351580739021301,5701,0.1274460107088089,0.95756995677948
115,0.9765189290046692,0.9449648857116699,5751,0.12733827531337738,0.9607210755348206
116,0.9693278670310974,0.9353044629096985,5801,0.13263465464115143,0.9522936940193176
117,0.9809216260910034,0.9442330002784729,5851,0.12191985547542572,0.9625531435012817
118,0.9801878333091736,0.9354507923126221,5901,0.1238388866186142,0.9577898383140564
119,0.9796008467674255,0.9433547854423523,5951,0.11930219829082489,0.961453914642334
120,0.9622835516929626,0.9309133291244507,6001,0.13795576989650726,0.9465777277946472
121,0.9787203073501587,0.9413056373596191,6051,0.1190178245306015,0.9599882960319519
122,0.9818021655082703,0.9489168524742126,6101,0.11888452619314194,0.9653378129005432
123,0.9828294515609741,0.9417447447776794,6151,0.11721023172140121,0.9622600078582764
124,0.9810683727264404,0.9432084560394287,6201,0.11512122303247452,0.9621134400367737
125,0.9756383895874023,0.9437938928604126,6251,0.11700491607189178,0.9596951603889465
