,global_step,loss,not_all_accuracy,not_only_accuracy,total_accuracy
0,1,0.7012149095535278,0.5050560235977173,0.28357794880867004,0.3950481414794922
1,51,0.6992089748382568,0.5050560235977173,0.2954860031604767,0.40096285939216614
2,101,0.6971006989479065,0.5050560235977173,0.4206590950489044,0.4631361663341522
3,151,0.6957095861434937,0.5050560235977173,0.4851841628551483,0.4951857030391693
4,201,0.6935839653015137,0.5050560235977173,0.5527554750442505,0.5287482738494873
5,251,0.6915900707244873,0.5050560235977173,0.6145111918449402,0.5594222545623779
6,301,0.6894711852073669,0.5050560235977173,0.6219883561134338,0.5631361603736877
7,351,0.6865498423576355,0.5053293108940125,0.6718360781669617,0.5880330204963684
8,401,0.6823909282684326,0.6559169292449951,0.6906673908233643,0.6731774210929871
9,451,0.6780214309692383,0.7037441730499268,0.6970368027687073,0.7004126310348511
10,501,0.6728243827819824,0.7056573033332825,0.7036831974983215,0.7046767473220825
11,551,0.6654788255691528,0.7185023427009583,0.7067294120788574,0.7126547694206238
12,601,0.657023549079895,0.7231484055519104,0.7155912518501282,0.7193947434425354
13,651,0.643606960773468,0.7272478938102722,0.7222375869750977,0.7247592806816101
14,701,0.6282995939254761,0.7280677556991577,0.7358072400093079,0.7319119572639465
15,751,0.6077904105186462,0.7316206693649292,0.7432844042778015,0.7374140024185181
16,801,0.584187388420105,0.7343536615371704,0.7626696228981018,0.7484181523323059
17,851,0.5560111999511719,0.7351735234260559,0.7856549620628357,0.7602475881576538
18,901,0.5265495181083679,0.7329871654510498,0.806978702545166,0.7697386741638184
19,951,0.49233099818229675,0.7403662204742432,0.8341179490089417,0.7869325876235962
20,1001,0.45404812693595886,0.7458322048187256,0.8679036498069763,0.8064649105072021
21,1051,0.4302665591239929,0.753211259841919,0.8800886273384094,0.8162310719490051
22,1101,0.4150749146938324,0.7581306099891663,0.8867349624633789,0.8220082521438599
23,1151,0.392033189535141,0.760043740272522,0.9014123678207397,0.8302613496780396
24,1201,0.3805355429649353,0.7687892913818359,0.9088895320892334,0.8383768796920776
25,1251,0.3667217493057251,0.7728887796401978,0.91692054271698,0.8444291353225708
26,1301,0.3572090268135071,0.7767149209976196,0.9127665758132935,0.844291627407074
27,1351,0.3619665205478668,0.7696091532707214,0.9185820817947388,0.8436038494110107
28,1401,0.3363671898841858,0.7936594486236572,0.9191359877586365,0.8559834957122803
29,1451,0.33209100365638733,0.8004919290542603,0.91692054271698,0.8583218455314636
30,1501,0.33763837814331055,0.8043181300163269,0.9119357466697693,0.857771635055542
31,1551,0.3158522844314575,0.8086909055709839,0.925228476524353,0.8665749430656433
32,1601,0.3044258952140808,0.8182563781738281,0.929659366607666,0.8735901117324829
33,1651,0.29536548256874084,0.8259087204933167,0.9327056407928467,0.8789545893669128
34,1701,0.29803264141082764,0.8209893703460693,0.9368596076965332,0.8785419464111328
35,1751,0.2812967896461487,0.8365673422813416,0.9329825639724731,0.8844566941261292
