,at_least_6_or_at_most_2_accuracy,at_most_3_accuracy,global_step,loss,total_accuracy
0,0.48722124099731445,0.5426482558250427,1,0.6882169246673584,0.5149617791175842
1,0.49015140533447266,0.5554021000862122,51,0.6872124671936035,0.5228086113929749
2,0.5297899842262268,0.5332249999046326,101,0.6860529780387878,0.5315091609954834
3,0.549975574016571,0.5990251898765564,151,0.6847826838493347,0.5745242834091187
4,0.5765912532806396,0.662956953048706,201,0.6834703683853149,0.619816243648529
5,0.5616148710250854,0.6887083649635315,251,0.682275116443634,0.6252236366271973
6,0.5799283981323242,0.6676685810089111,301,0.6812013387680054,0.6238412857055664
7,0.6015790104866028,0.6913891434669495,351,0.6797415614128113,0.646527886390686
8,0.6089044213294983,0.7190089225769043,401,0.6782532930374146,0.6640104055404663
9,0.6218460202217102,0.7367993593215942,451,0.6764878034591675,0.6793787479400635
10,0.6462640166282654,0.7168968319892883,501,0.6741686463356018,0.681614875793457
11,0.6320201754570007,0.708854615688324,551,0.6715918779373169,0.6704748868942261
12,0.6165554523468018,0.6933387517929077,601,0.6688644289970398,0.6549845337867737
13,0.6486244797706604,0.7423233389854431,651,0.6648994088172913,0.6955196261405945
14,0.6690542101860046,0.7688871026039124,701,0.6604348421096802,0.71901935338974
15,0.6649845242500305,0.7624695301055908,751,0.6547073721885681,0.7137746214866638
16,0.6770307421684265,0.7826970219612122,801,0.6472185850143433,0.72991544008255
17,0.7058440446853638,0.800649881362915,851,0.6376534700393677,0.7532932162284851
18,0.7224482893943787,0.8088545799255371,901,0.6227092146873474,0.7656936049461365
19,0.732052743434906,0.8510154485702515,951,0.5998567342758179,0.7915921211242676
20,0.7596451044082642,0.889033317565918,1001,0.5670884847640991,0.8244023323059082
21,0.670275092124939,0.8598700165748596,1051,0.5369378924369812,0.7651650905609131
22,0.7844701409339905,0.8619821071624756,1101,0.5039215087890625,0.823263943195343
23,0.7222855091094971,0.9125101566314697,1151,0.4702981412410736,0.8174906373023987
24,0.7850399017333984,0.8791226744651794,1201,0.4519886076450348,0.8321271538734436
25,0.8185740113258362,0.892526388168335,1251,0.431452214717865,0.8555862903594971
26,0.8327364325523376,0.9210398197174072,1301,0.41569629311561584,0.8769311904907227
27,0.8176786303520203,0.9121039509773254,1351,0.41134247183799744,0.8649373650550842
28,0.8367246985435486,0.9110479354858398,1401,0.4043083190917969,0.87392258644104
29,0.8172717094421387,0.9202274680137634,1451,0.3985751271247864,0.8687998056411743
30,0.8088067770004272,0.9245328903198242,1501,0.3834288716316223,0.866726279258728
31,0.8392479419708252,0.9277010560035706,1551,0.37582311034202576,0.8835176229476929
32,0.8260622024536133,0.9325751662254333,1601,0.36960405111312866,0.8793706297874451
33,0.8284226059913635,0.9356620907783508,1651,0.3636147081851959,0.8820946216583252
