,at_least_6_or_at_most_2_accuracy,at_most_3_accuracy,global_step,loss,total_accuracy
0,0.5015538930892944,0.5572401285171509,1,0.6872764825820923,0.5291564464569092
1,0.5547852516174316,0.5859413146972656,51,0.6858978271484375,0.5702286958694458
2,0.5692086815834045,0.662639856338501,101,0.6839485168457031,0.6155206561088562
3,0.584269642829895,0.66280198097229,151,0.6823768019676208,0.623196542263031
4,0.5976572036743164,0.6822603940963745,201,0.6805422306060791,0.6395933032035828
5,0.5793290138244629,0.7180152535438538,251,0.6783803105354309,0.6480729579925537
6,0.5800462365150452,0.7551483511924744,301,0.675906777381897,0.6668407917022705
7,0.6191728711128235,0.7672287821769714,351,0.6734100580215454,0.6925612092018127
8,0.6318431496620178,0.7741203308105469,401,0.670557975769043,0.7023670673370361
9,0.6365447640419006,0.7521485090255737,451,0.667148232460022,0.6938471794128418
10,0.6278588175773621,0.805902361869812,501,0.663261890411377,0.716111421585083
11,0.6445134878158569,0.8173341751098633,551,0.6577740907669067,0.7301772236824036
12,0.6678619980812073,0.8209015727043152,601,0.6505563259124756,0.7437205910682678
13,0.6809307336807251,0.8538997769355774,651,0.6416682004928589,0.7666680216789246
14,0.6881823539733887,0.8748986721038818,701,0.6306485533714294,0.7807338237762451
15,0.6896963715553284,0.8946813941001892,751,0.6156452894210815,0.791303277015686
16,0.7132839560508728,0.9011675119400024,801,0.5974734425544739,0.806414008140564
17,0.7056339383125305,0.9144640564918518,851,0.5761687755584717,0.8091468214988708
18,0.7311339378356934,0.9200583696365356,901,0.5502790808677673,0.8247799873352051
19,0.7481074333190918,0.9075725674629211,951,0.5239256024360657,0.8271510601043701
20,0.7481871247291565,0.9074915051460266,1001,0.5027362704277039,0.8271510601043701
21,0.7674714922904968,0.8987352252006531,1051,0.4867754578590393,0.8325362801551819
22,0.7485855221748352,0.8936273455619812,1101,0.47804325819015503,0.8204798698425293
23,0.7701011896133423,0.8816280364990234,1151,0.4650767147541046,0.8253827691078186
24,0.793927788734436,0.8771687746047974,1201,0.4553547203540802,0.8351886868476868
25,0.7965574860572815,0.8778985142707825,1251,0.4469102621078491,0.8368765711784363
26,0.802773118019104,0.8783038854598999,1301,0.43886762857437134,0.8402121663093567
27,0.8112996816635132,0.8804118633270264,1351,0.43107202649116516,0.8455572128295898
28,0.8095465898513794,0.8770066499710083,1401,0.4262327253818512,0.8429851531982422
29,0.8151246905326843,0.8863304853439331,1451,0.4241061210632324,0.8504199385643005
30,0.8255637884140015,0.8966271877288818,1501,0.41347649693489075,0.8607884645462036
31,0.8380747437477112,0.9025458097457886,1551,0.4070724546909332,0.8700317740440369
32,0.8448482155799866,0.917058527469635,1601,0.4056554138660431,0.8806414008140564
33,0.8399075865745544,0.9013296365737915,1651,0.39583656191825867,0.8703532814979553
34,0.8405450582504272,0.8976001143455505,1701,0.3925745487213135,0.8688260912895203
35,0.8469997644424438,0.9196529984474182,1751,0.38566991686820984,0.8830124735832214
36,0.8471591472625732,0.9212745428085327,1801,0.3867727816104889,0.8838966488838196
37,0.8524982333183289,0.9363548159599304,1851,0.37683799862861633,0.8940642476081848
38,0.8527372479438782,0.8936273455619812,1901,0.3809081017971039,0.8730056881904602
39,0.848912239074707,0.9400032162666321,1951,0.36984947323799133,0.8940642476081848
40,0.8525778651237488,0.925571620464325,2001,0.3668128252029419,0.8887593746185303
