,at_least_6_or_at_most_2_accuracy,at_most_3_accuracy,global_step,loss,total_accuracy
0,0.5017162561416626,0.6655705571174622,1,0.69327312707901,0.583401620388031
1,0.5017162561416626,0.5618217587471008,51,0.6900277733802795,0.5316803455352783
2,0.5017162561416626,0.6562808156013489,101,0.6890119314193726,0.5787705183029175
3,0.5017162561416626,0.6772443056106567,151,0.6881294846534729,0.5892212986946106
4,0.5017162561416626,0.6165735125541687,201,0.6866569519042969,0.5589753985404968
5,0.5017162561416626,0.5611640810966492,251,0.6857179999351501,0.5313524603843689
6,0.5017162561416626,0.6228214502334595,301,0.6849310994148254,0.5620901584625244
7,0.5017162561416626,0.6294804215431213,351,0.6841205358505249,0.5654098391532898
8,0.5035142302513123,0.5831963419914246,401,0.6830859780311584,0.5432376861572266
9,0.5973357558250427,0.5429134964942932,451,0.6820363402366638,0.5702049136161804
10,0.641140878200531,0.6118053197860718,501,0.6802688241004944,0.6265164017677307
11,0.6437561511993408,0.6208484172821045,551,0.6790611147880554,0.6323360800743103
12,0.6132723093032837,0.5494902729988098,601,0.6782487630844116,0.5814754366874695
13,0.5791108012199402,0.6479776501655579,651,0.6759650707244873,0.613442599773407
14,0.5918600559234619,0.7180203795433044,701,0.6732614636421204,0.654754102230072
15,0.619483470916748,0.7439987063407898,751,0.6707347631454468,0.6815573573112488
16,0.6267570853233337,0.7402170300483704,801,0.6678203344345093,0.6833196878433228
17,0.6145799160003662,0.7649621963500977,851,0.6645837426185608,0.6895492076873779
18,0.5916149020195007,0.7661131024360657,901,0.6610628962516785,0.6786065697669983
19,0.5481366515159607,0.7534528374671936,951,0.656663179397583,0.6504917740821838
20,0.6249591112136841,0.77975994348526,1001,0.6512787342071533,0.7021311521530151
21,0.5939032435417175,0.771456778049469,1051,0.64549720287323,0.6824180483818054
22,0.6207093596458435,0.7746629118919373,1101,0.6363130807876587,0.6974590420722961
23,0.6344393491744995,0.8029431104660034,1151,0.6242623925209045,0.7184426188468933
24,0.6820856332778931,0.8092732429504395,1201,0.6103163957595825,0.7454918026924133
25,0.6858450770378113,0.822591245174408,1251,0.5900573134422302,0.7540163993835449
26,0.6892775297164917,0.8187273740768433,1301,0.5739927291870117,0.7538114786148071
27,0.7354527711868286,0.8507069945335388,1351,0.5443655848503113,0.7929098606109619
28,0.7402746081352234,0.862709641456604,1401,0.5138575434684753,0.8013114929199219
29,0.7682248950004578,0.8812068104743958,1451,0.4855208396911621,0.8245491981506348
30,0.7782772183418274,0.8955935835838318,1501,0.45833536982536316,0.8367623090744019
31,0.7942137718200684,0.8974021673202515,1551,0.4413757026195526,0.8456557393074036
32,0.7960935235023499,0.9039789438247681,1601,0.4276445209980011,0.8498770594596863
33,0.8135828971862793,0.90274578332901,1651,0.4206596910953522,0.858032763004303
34,0.8162798285484314,0.901594877243042,1701,0.41495203971862793,0.8588114976882935
35,0.8090062141418457,0.8914830684661865,1751,0.41099196672439575,0.8501229286193848
36,0.7982183694839478,0.9078428149223328,1801,0.40346989035606384,0.8528688549995422
37,0.8164432644844055,0.9096514582633972,1851,0.3990813195705414,0.8629098534584045
38,0.7980549335479736,0.9103913307189941,1901,0.3972342312335968,0.8540573716163635
39,0.8134194016456604,0.915817141532898,1951,0.39174097776412964,0.864467203617096
40,0.8246158957481384,0.9096514582633972,2001,0.3883635699748993,0.8670082092285156
41,0.8264138698577881,0.9129398465156555,2051,0.3867993950843811,0.8695491552352905
42,0.8228996396064758,0.9069384932518005,2101,0.3852391541004181,0.8647950887680054
43,0.8236351609230042,0.9220651388168335,2151,0.380479097366333,0.8727049231529236
44,0.8292742967605591,0.9219828844070435,2201,0.3774988353252411,0.8754917979240417
45,0.8273945450782776,0.9181190133094788,2251,0.37620434165000916,0.8726229667663574
46,0.8305001854896545,0.9025813937187195,2301,0.3821110129356384,0.8664344549179077
47,0.8315625786781311,0.9279019832611084,2351,0.37111377716064453,0.8795901536941528
48,0.8323798775672913,0.9265866279602051,2401,0.3699381649494171,0.8793442845344543
49,0.8311539888381958,0.912693202495575,2451,0.37146204710006714,0.8718032836914062
50,0.8315625786781311,0.9260112047195435,2501,0.36561277508735657,0.8786475658416748
51,0.8242889642715454,0.9172969460487366,2551,0.3706495463848114,0.8706557154655457
52,0.8329519629478455,0.9258467555046082,2601,0.362001895904541,0.8792622685432434
53,0.831399142742157,0.9323413372039795,2651,0.359921932220459,0.8817213177680969
