,at_least_6_or_at_most_2_accuracy,at_most_3_accuracy,global_step,loss,total_accuracy
0,0.524101734161377,0.6004699468612671,1,0.6851434111595154,0.5622194409370422
1,0.5141703486442566,0.6666666865348816,51,0.6835201382637024,0.5902858972549438
2,0.5291885137557983,0.6553232669830322,101,0.6822836995124817,0.5921462178230286
3,0.562212347984314,0.6709609627723694,151,0.6805330514907837,0.6164920926094055
4,0.5949131846427917,0.7481769323348999,201,0.6778725385665894,0.6714118123054504
5,0.610335111618042,0.7518230676651001,251,0.6755719780921936,0.6809560656547546
6,0.6364150047302246,0.7645438313484192,301,0.6723379492759705,0.7003680467605591
7,0.6476382613182068,0.7485820651054382,351,0.6691478490829468,0.6980224251747131
8,0.6443278193473816,0.7747528553009033,401,0.6645373106002808,0.7094269394874573
9,0.6641905307769775,0.7961432337760925,451,0.659984290599823,0.7300521731376648
10,0.6421477794647217,0.8036785125732422,501,0.6537180542945862,0.7227726578712463
11,0.6797739267349243,0.8049748539924622,551,0.6467107534408569,0.742265522480011
12,0.6592652201652527,0.8219899535179138,601,0.6356405019760132,0.7404860854148865
13,0.6651594638824463,0.8262032270431519,651,0.6242894530296326,0.7455413341522217
14,0.7003633379936218,0.8467023372650146,701,0.6098940968513489,0.7734056115150452
15,0.6845377683639526,0.8612866401672363,751,0.5939043760299683,0.7727585434913635
16,0.7063382863998413,0.8723869919776917,801,0.5762854218482971,0.7892182469367981
17,0.7331449389457703,0.8864041566848755,851,0.5594530701637268,0.8096413016319275
18,0.7449333667755127,0.8906174302101135,901,0.5413438677787781,0.817648708820343
19,0.7519580125808716,0.8887538313865662,951,0.526193380355835,0.8202369809150696
20,0.7480823397636414,0.8952357769012451,1001,0.51090407371521,0.8215311169624329
21,0.7253128886222839,0.8813806772232056,1051,0.5035870671272278,0.8032110929489136
22,0.7352442741394043,0.898719847202301,1101,0.48967522382736206,0.816839873790741
23,0.7815098762512207,0.9068222045898438,1151,0.4790995419025421,0.8440570831298828
24,0.7877271175384521,0.9205152988433838,1201,0.47019678354263306,0.854005753993988
25,0.789018988609314,0.9198670983314514,1251,0.46050918102264404,0.8543292880058289
26,0.7794913053512573,0.9191378951072693,1301,0.45409631729125977,0.8491932153701782
27,0.792652428150177,0.9049586653709412,1351,0.44769495725631714,0.848707914352417
28,0.8022608160972595,0.9217306971549988,1401,0.4347004294395447,0.8618918657302856
