,at_least_6_or_at_most_2_accuracy,at_most_3_accuracy,global_step,loss,total_accuracy
0,0.444870263338089,0.49578800797462463,1,0.6967250108718872,0.47002261877059937
1,0.4475848376750946,0.49578800797462463,51,0.6960636377334595,0.47139623761177063
2,0.46642714738845825,0.49578800797462463,101,0.6946020126342773,0.4809308350086212
3,0.46107783913612366,0.49578800797462463,151,0.6932347416877747,0.478223979473114
4,0.46802395582199097,0.49987733364105225,201,0.6916327476501465,0.4837588965892792
5,0.5346906185150146,0.5056023597717285,251,0.690842866897583,0.5203216075897217
6,0.5562475323677063,0.5107548832893372,301,0.690004289150238,0.5337750315666199
7,0.5152894258499146,0.5122270584106445,351,0.689114511013031,0.5137766599655151
8,0.47848302125930786,0.5408521890640259,401,0.6880351901054382,0.5092921853065491
9,0.4763273596763611,0.6367056369781494,451,0.6869818568229675,0.5555510520935059
10,0.47425150871276855,0.7007442712783813,501,0.6859711408615112,0.5861344337463379
11,0.5726945996284485,0.6180583834648132,551,0.6847575306892395,0.5951034426689148
12,0.651017963886261,0.5222049355506897,601,0.6838541626930237,0.5873869061470032
13,0.6078243255615234,0.5410158038139343,651,0.6824690699577332,0.5748222470283508
14,0.46283432841300964,0.7984787821769714,701,0.6807952523231506,0.6286360621452332
15,0.482395201921463,0.5755295753479004,751,0.6809815764427185,0.5284017324447632
16,0.4598802328109741,0.7489981055259705,801,0.6774846315383911,0.6026987433433533
17,0.45485028624534607,0.6924838423728943,851,0.6756604313850403,0.5722365975379944
18,0.45908182859420776,0.7355851531028748,901,0.6727254390716553,0.5956690311431885
19,0.4745708703994751,0.8158174753189087,951,0.6667926907539368,0.6431399583816528
20,0.4502994120121002,0.7128486037254333,1001,0.663311779499054,0.5799935460090637
21,0.7118563055992126,0.8350372314453125,1051,0.6528410911560059,0.7727052569389343
22,0.7556886076927185,0.8331561088562012,1101,0.6426237225532532,0.7939560413360596
23,0.6132534742355347,0.8405168652534485,1151,0.6297929883003235,0.7255171537399292
24,0.6554890275001526,0.838226854801178,1201,0.6172861456871033,0.7457579374313354
25,0.7607983946800232,0.8320111036300659,1251,0.5966767072677612,0.7959761023521423
26,0.7654291391372681,0.8417437076568604,1301,0.5791887044906616,0.8031269907951355
27,0.6717764735221863,0.816962480545044,1351,0.5694038271903992,0.7434954643249512
28,0.6407983899116516,0.8296393156051636,1401,0.5565332174301147,0.7340821027755737
29,0.7873852252960205,0.8238325119018555,1451,0.5360743403434753,0.8053894639015198
30,0.7429940104484558,0.846487283706665,1501,0.5271143317222595,0.7941176295280457
31,0.7830738425254822,0.8419890403747559,1551,0.5140349268913269,0.8121767640113831
32,0.7439520955085754,0.8454240560531616,1601,0.5084776878356934,0.7940772175788879
33,0.7841916084289551,0.8493497967720032,1651,0.4984394907951355,0.8163784742355347
34,0.7772455215454102,0.8486955165863037,1701,0.4916814863681793,0.8125404119491577
35,0.7976846098899841,0.842806875705719,1751,0.48858460783958435,0.8199741244316101
36,0.7918562889099121,0.8484501242637634,1801,0.48012393712997437,0.819812536239624
37,0.798882246017456,0.8628445267677307,1851,0.4729257822036743,0.8304783701896667
38,0.7979241609573364,0.856465220451355,1901,0.4685611426830292,0.8268422484397888
39,0.7933732271194458,0.8688149452209473,1951,0.464451402425766,0.8306399583816528
40,0.7805988192558289,0.8708595633506775,2001,0.4616594612598419,0.8251858353614807
41,0.8067864179611206,0.8879528641700745,2051,0.45811307430267334,0.8468810319900513
42,0.8092615008354187,0.8925329446792603,2101,0.44997602701187134,0.850395917892456
43,0.7984830141067505,0.8964586853981018,2151,0.447777658700943,0.8468810319900513
44,0.813493013381958,0.8903247117996216,2201,0.4403381645679474,0.8514463305473328
45,0.8107784390449524,0.8778113722801208,2251,0.4380929470062256,0.8438913822174072
