,global_step,loss,not_all_accuracy,not_only_accuracy,total_accuracy
0,1,0.6956753730773926,0.48589426279067993,0.5048490166664124,0.4953168034553528
1,51,0.6897205710411072,0.48589426279067993,0.5048490166664124,0.4953168034553528
2,101,0.6849061846733093,0.48589426279067993,0.4965364336967468,0.4911845624446869
3,151,0.6815170645713806,0.48644205927848816,0.4879468083381653,0.4871900677680969
4,201,0.6766744256019592,0.6543412804603577,0.5669160485267639,0.6108815670013428
5,251,0.6722062230110168,0.7852643132209778,0.6234413981437683,0.7048209309577942
6,301,0.6683060526847839,0.7274719476699829,0.6220559477806091,0.6750688552856445
7,351,0.662263035774231,0.7732127904891968,0.6295372843742371,0.7017906308174133
8,401,0.6558536887168884,0.7871816158294678,0.6414519548416138,0.7147383093833923
9,451,0.6489210724830627,0.7874554991722107,0.6478248834609985,0.718044102191925
10,501,0.6403462290763855,0.811284601688385,0.6580770015716553,0.7351239919662476
11,551,0.6298640966415405,0.7962202429771423,0.6456081867218018,0.721349835395813
12,601,0.6173211932182312,0.8134757876396179,0.6633416414260864,0.7388429641723633
13,651,0.6023404598236084,0.8271706104278564,0.6586312055587769,0.7433884143829346
14,701,0.5842949748039246,0.8331964015960693,0.6558603644371033,0.7450413107872009
15,751,0.5602889657020569,0.8575732707977295,0.6580770015716553,0.7584022283554077
16,801,0.5373345017433167,0.8605861663818359,0.6769188046455383,0.7692837715148926
17,851,0.514080286026001,0.8731854557991028,0.7024106383323669,0.7882919907569885
18,901,0.4894310235977173,0.8844152092933655,0.7168190479278564,0.8011019229888916
19,951,0.4610132873058319,0.8942755460739136,0.723192036151886,0.8092286586761475
20,1001,0.43634456396102905,0.9022185802459717,0.7331671118736267,0.8181818127632141
21,1051,0.4157434403896332,0.9107093811035156,0.7414796352386475,0.8265840411186218
22,1101,0.38798433542251587,0.9192002415657043,0.7650318741798401,0.8425619602203369
23,1151,0.36265847086906433,0.9285127520561218,0.776669442653656,0.8530303239822388
24,1201,0.35424327850341797,0.9153656363487244,0.7866445183753967,0.8513774275779724
25,1251,0.33706405758857727,0.9378252625465393,0.7874757647514343,0.8630853891372681
26,1301,0.3091001510620117,0.9383730292320251,0.8215572237968445,0.8803030252456665
27,1351,0.29698818922042847,0.9402903318405151,0.826267659664154,0.8836088180541992
28,1401,0.2803158760070801,0.9430292844772339,0.8403990268707275,0.8920110464096069
29,1451,0.2752853035926819,0.942481517791748,0.8406760692596436,0.891873300075531
30,1501,0.2604992389678955,0.9433032274246216,0.8603491187095642,0.9020661115646362
31,1551,0.24792543053627014,0.9498767256736755,0.8622887134552002,0.9063360691070557
32,1601,0.23921112716197968,0.9523417949676514,0.8675533533096313,0.9101928472518921
33,1651,0.23306132853031158,0.9567241668701172,0.8689387440681458,0.913085401058197
34,1701,0.23481179773807526,0.954806923866272,0.8653366565704346,0.910330593585968
35,1751,0.21511310338974,0.9654889106750488,0.8797450661659241,0.9228650331497192
36,1801,0.21328826248645782,0.9632977247238159,0.8830701112747192,0.9234159588813782
37,1851,0.20423996448516846,0.9676800966262817,0.887226402759552,0.9276859760284424
38,1901,0.19901569187641144,0.9619282484054565,0.8916597366333008,0.9269972443580627
39,1951,0.20749567449092865,0.9559025168418884,0.8897201418876648,0.9230027794837952
40,2001,0.1831197887659073,0.9641194343566895,0.9057911038398743,0.9351239800453186
41,2051,0.17669670283794403,0.9671322703361511,0.9105015397071838,0.9389806985855103
42,2101,0.17659291625022888,0.9654889106750488,0.9099473357200623,0.9378787875175476
43,2151,0.17924167215824127,0.9567241668701172,0.9118869304656982,0.934435248374939
44,2201,0.1580284833908081,0.9723363518714905,0.9196453094482422,0.9461432695388794
45,2251,0.21062779426574707,0.9290605187416077,0.9157661199569702,0.9224517941474915
46,2301,0.15914127230644226,0.9624760150909424,0.9229703545570374,0.9428374767303467
47,2351,0.14523561298847198,0.971240758895874,0.9268495440483093,0.9491735696792603
48,2401,0.14071206748485565,0.9748014211654663,0.9274036884307861,0.9512396454811096
49,2451,0.13741937279701233,0.9756231307983398,0.9290662407875061,0.952479362487793
50,2501,0.13394691050052643,0.9778143167495728,0.9326683282852173,0.9553719162940979
51,2551,0.1379704475402832,0.9750753045082092,0.9287891387939453,0.9520661234855652
52,2601,0.12472518533468246,0.9778143167495728,0.9337766766548157,0.9559228420257568
53,2651,0.11970613151788712,0.983566164970398,0.9398725628852844,0.9618457555770874
54,2701,0.11548464745283127,0.9846617579460144,0.93682461977005,0.9608815312385559
55,2751,0.11361417174339294,0.9832922220230103,0.9454142451286316,0.9644628167152405
56,2801,0.11496832966804504,0.9800055027008057,0.9476309418678284,0.9639118313789368
57,2851,0.10525085031986237,0.9808271527290344,0.9523413777351379,0.9666666388511658
58,2901,0.12228859961032867,0.979457676410675,0.942643404006958,0.9611570239067078
59,2951,0.11215171217918396,0.9720624685287476,0.9564976692199707,0.9643250703811646
60,3001,0.09849066287279129,0.9753492474555969,0.9576059579849243,0.9665289521217346
61,3051,0.09943176060914993,0.9778143167495728,0.9592685103416443,0.968595027923584
62,3101,0.09712746739387512,0.979457676410675,0.9512330293655396,0.9654269814491272
63,3151,0.1028669998049736,0.9668583869934082,0.9623164534568787,0.9646005630493164
64,3201,0.08245206624269485,0.9843878149986267,0.9664726853370667,0.9754821062088013
65,3251,0.0779869556427002,0.9841139316558838,0.969243586063385,0.9767217636108398
66,3301,0.07870106399059296,0.9824705719947815,0.9722914695739746,0.9774104952812195
67,3351,0.0720602497458458,0.9832922220230103,0.975062370300293,0.979201078414917
68,3401,0.07816390693187714,0.9739797115325928,0.977001965045929,0.9754821062088013
69,3451,0.07138993591070175,0.9846617579460144,0.9684122800827026,0.9765840172767639
70,3501,0.07151061296463013,0.9832922220230103,0.9681352376937866,0.9757575988769531
71,3551,0.06829380989074707,0.9791837930679321,0.977001965045929,0.9780991673469543
72,3601,0.06441562622785568,0.9849356412887573,0.973122775554657,0.9790633320808411
73,3651,0.06033448502421379,0.9882224202156067,0.9739540219306946,0.9811294674873352
74,3701,0.05643303319811821,0.9871268272399902,0.9842061400413513,0.9856749176979065
75,3751,0.05418647825717926,0.9890440702438354,0.9836519956588745,0.9863636493682861
76,3801,0.0541471503674984,0.9895918965339661,0.9850373864173889,0.9873278141021729
77,3851,0.05381276458501816,0.9904136061668396,0.9864228367805481,0.9884297251701355
78,3901,0.04899265244603157,0.9887701869010925,0.9855915904045105,0.9871900677680969
79,3951,0.04889601841568947,0.9879485368728638,0.9850373864173889,0.9865013957023621
80,4001,0.061114970594644547,0.9852095246315002,0.9869769811630249,0.9860881567001343
81,4051,0.05902906507253647,0.9811010956764221,0.9891936779022217,0.9851239919662476
82,4101,0.0551895946264267,0.9783620834350586,0.9883624315261841,0.9833333492279053
83,4151,0.04576045274734497,0.9901396632194519,0.9842061400413513,0.9871900677680969
84,4201,0.04932910576462746,0.9879485368728638,0.9778332114219666,0.9829201102256775
85,4251,0.04768311604857445,0.9865790009498596,0.9908561706542969,0.9887052178382874
86,4301,0.041972123086452484,0.9909613728523254,0.992241621017456,0.9915977716445923
87,4351,0.03886756673455238,0.991783082485199,0.9894707798957825,0.9906336069107056
88,4401,0.04079805314540863,0.9895918965339661,0.9866999387741089,0.9881542921066284
89,4451,0.0425879992544651,0.9852095246315002,0.9855915904045105,0.9853994250297546
90,4501,0.03907359018921852,0.991783082485199,0.9839290380477905,0.9878787994384766
91,4551,0.03778466582298279,0.9882224202156067,0.9891936779022217,0.9887052178382874
92,4601,0.05319608002901077,0.9821966290473938,0.9839290380477905,0.9830578565597534
93,4651,0.03590497374534607,0.9928786754608154,0.9853144884109497,0.9891184568405151
94,4701,0.037828441709280014,0.9912352561950684,0.9844832420349121,0.9878787994384766
95,4751,0.034898195415735245,0.9928786754608154,0.9872540831565857,0.9900826215744019
96,4801,0.05559365823864937,0.981374979019165,0.9916874766349792,0.9865013957023621
97,4851,0.05199400335550308,0.9890440702438354,0.9858686327934265,0.9874655604362488
98,4901,0.03457221761345863,0.991509199142456,0.9864228367805481,0.9889807105064392
99,4951,0.03276198357343674,0.9950698614120483,0.9911332726478577,0.9931129217147827
100,5001,0.041210006922483444,0.9854834079742432,0.9850373864173889,0.9852616786956787
101,5051,0.03112299181520939,0.9931525588035583,0.9894707798957825,0.9913223385810852
102,5101,0.08323937654495239,0.9512462615966797,0.9936270713806152,0.9723140597343445
103,5151,0.037443410605192184,0.9893180131912231,0.9903020262718201,0.9898071885108948
104,5201,0.03131846338510513,0.9923308491706848,0.9880853295326233,0.9902203679084778
105,5251,0.03403620421886444,0.993700385093689,0.9930728673934937,0.9933884143829346
106,5301,0.03145124390721321,0.9920569658279419,0.9947353601455688,0.9933884143829346
107,5351,0.02893284149467945,0.9920569658279419,0.9911332726478577,0.9915977716445923
108,5401,0.03131290152668953,0.991783082485199,0.9872540831565857,0.9895316958427429
109,5451,0.04221178963780403,0.981648862361908,0.992241621017456,0.9869145750999451
110,5501,0.026991892606019974,0.9928786754608154,0.992241621017456,0.9925619959831238
111,5551,0.0346720851957798,0.9868529438972473,0.9950124621391296,0.9909090995788574
112,5601,0.02981501631438732,0.989865779876709,0.9916874766349792,0.9907713532447815
113,5651,0.02719045802950859,0.991509199142456,0.9944583177566528,0.9929752349853516
114,5701,0.025590533390641212,0.9934264421463013,0.9947353601455688,0.9940771460533142
115,5751,0.028982864692807198,0.9901396632194519,0.9955666661262512,0.9928374886512756
116,5801,0.037974875420331955,0.9895918965339661,0.9830977916717529,0.9863636493682861
117,5851,0.028296751901507378,0.991783082485199,0.9950124621391296,0.9933884143829346
118,5901,0.02803315967321396,0.9901396632194519,0.9930728673934937,0.9915977716445923
119,5951,0.0264148972928524,0.9945220351219177,0.9950124621391296,0.9947658181190491
120,6001,0.025165099650621414,0.9956176280975342,0.9955666661262512,0.9955922961235046
121,6051,0.028553130105137825,0.9931525588035583,0.9952895641326904,0.9942148923873901
122,6101,0.03527068346738815,0.9863051176071167,0.9894707798957825,0.9878787994384766
123,6151,0.05979812145233154,0.973158061504364,0.9850373864173889,0.9790633320808411
124,6201,0.02884204499423504,0.9895918965339661,0.9966749548912048,0.9931129217147827
125,6251,0.02800372987985611,0.9909613728523254,0.9883624315261841,0.9896694421768188
126,6301,0.025764157995581627,0.9909613728523254,0.9927957653999329,0.9918732643127441
127,6351,0.028046969324350357,0.991509199142456,0.9869769811630249,0.9892562031745911
128,6401,0.023222755640745163,0.9958915114402771,0.9955666661262512,0.9957300424575806
129,6451,0.025199677795171738,0.9912352561950684,0.9966749548912048,0.9939393997192383
130,6501,0.024668151512742043,0.9928786754608154,0.9894707798957825,0.9911845922470093
131,6551,0.02450408972799778,0.9904136061668396,0.9927957653999329,0.9915977716445923
132,6601,0.03181791305541992,0.9901396632194519,0.9869769811630249,0.9885674715042114
133,6651,0.033536434173583984,0.989865779876709,0.9861457347869873,0.9880165457725525
