,global_step,loss,not_all_accuracy,not_only_accuracy,total_accuracy
0,1,0.6987887024879456,0.49679577350616455,0.49598002433776855,0.49638688564300537
1,51,0.6965830326080322,0.49679577350616455,0.49598002433776855,0.49638688564300537
2,101,0.6940526366233826,0.49679577350616455,0.49598002433776855,0.49638688564300537
3,151,0.6920899152755737,0.49679577350616455,0.49598002433776855,0.49638688564300537
4,201,0.6902334690093994,0.49679577350616455,0.49598002433776855,0.49638688564300537
5,251,0.6878868937492371,0.49679577350616455,0.49598002433776855,0.49638688564300537
6,301,0.6853111386299133,0.49679577350616455,0.49598002433776855,0.49638688564300537
7,351,0.6827874183654785,0.49679577350616455,0.4962572753429413,0.4965258538722992
8,401,0.6798818111419678,0.49679577350616455,0.49930691719055176,0.49805447459220886
9,451,0.6760207414627075,0.5176929235458374,0.5250900983810425,0.5214007496833801
10,501,0.6705197691917419,0.5578155517578125,0.578874409198761,0.5683712959289551
11,551,0.6628986597061157,0.645026445388794,0.7502079010009766,0.6977487206459045
12,601,0.6519023776054382,0.7361382246017456,0.7904075384140015,0.7633407711982727
13,651,0.6365768313407898,0.8088604211807251,0.8095369935035706,0.8091995716094971
14,701,0.6128594279289246,0.877403199672699,0.8716384768486023,0.8745136260986328
15,751,0.5797696709632874,0.906937837600708,0.899362325668335,0.9031406044960022
16,801,0.5359016060829163,0.9317358732223511,0.8752425909042358,0.9034185409545898
17,851,0.47241970896720886,0.9334076046943665,0.9334627389907837,0.9334352612495422
18,901,0.40473294258117676,0.9395374655723572,0.9428888559341431,0.9412173628807068
19,951,0.3402828872203827,0.9412092566490173,0.9550873041152954,0.9481656551361084
20,1001,0.2880602777004242,0.9481749534606934,0.9695037603378296,0.9588660597801208
21,1051,0.24665464460849762,0.9543048143386841,0.9817022681236267,0.9680377840995789
22,1101,0.22200867533683777,0.9540261626243591,0.9836429357528687,0.9688715934753418
23,1151,0.19666342437267303,0.9640568494796753,0.9817022681236267,0.9729015827178955
24,1201,0.17821618914604187,0.9665644764900208,0.9825339913368225,0.9745692014694214
25,1251,0.16428281366825104,0.9662858843803406,0.9886332154273987,0.9774875044822693
26,1301,0.15494512021541595,0.969072163105011,0.9780981540679932,0.973596453666687
27,1351,0.14384087920188904,0.9699080586433411,0.9803160429000854,0.9751250743865967
28,1401,0.1394546777009964,0.9718584418296814,0.9756029844284058,0.9737353920936584
29,1451,0.1264023333787918,0.9726943373680115,0.9844746589660645,0.9785992503166199
30,1501,0.12315935641527176,0.9676790237426758,0.981979489326477,0.974847137928009
31,1551,0.11249306797981262,0.9788241982460022,0.9869697690010071,0.9829071760177612
32,1601,0.12142015248537064,0.9765951633453369,0.9792070984840393,0.9779043793678284
33,1651,0.10209273546934128,0.9782669544219971,0.9883559942245483,0.9833240509033203
34,1701,0.09777674823999405,0.9785455465316772,0.9914056062698364,0.9849916696548462
35,1751,0.10034557431936264,0.9832822680473328,0.9883559942245483,0.9858254790306091
36,1801,0.09116227924823761,0.9841181635856628,0.9825339913368225,0.9833240509033203
37,1851,0.08345083892345428,0.9874616861343384,0.988910436630249,0.9881879091262817
38,1901,0.0886111706495285,0.9779883027076721,0.9864153265953064,0.9822123646736145
39,1951,0.07664387673139572,0.9871830344200134,0.9902966618537903,0.9887437224388123
40,2001,0.07501418888568878,0.9894120693206787,0.9880787134170532,0.9887437224388123
41,2051,0.07271711528301239,0.9874616861343384,0.9864153265953064,0.9869371652603149
42,2101,0.06776370853185654,0.9880189299583435,0.990851104259491,0.9894385933876038
43,2151,0.06543751806020737,0.9888548254966736,0.9905738830566406,0.9897165298461914
44,2201,0.0629362165927887,0.991641104221344,0.9886332154273987,0.9901334047317505
45,2251,0.07537594437599182,0.985511302947998,0.9794843196868896,0.9824903011322021
46,2301,0.05822870135307312,0.9869044423103333,0.9916828274726868,0.9892995953559875
47,2351,0.06166170537471771,0.9955419301986694,0.9855836033821106,0.9905502796173096
48,2401,0.05326979607343674,0.9910838603973389,0.9911283850669861,0.9911061525344849
49,2451,0.05234895646572113,0.991641104221344,0.9902966618537903,0.9909672141075134
50,2501,0.05290002375841141,0.9952632784843445,0.9891877174377441,0.9922178983688354
51,2551,0.05032790079712868,0.9882975816726685,0.9900193810462952,0.9891606569290161
52,2601,0.14744871854782104,0.9941487908363342,0.9004713296890259,0.947192907333374
53,2651,0.04773738980293274,0.9880189299583435,0.9916828274726868,0.9898554682731628
54,2701,0.046667177230119705,0.9888548254966736,0.990851104259491,0.9898554682731628
55,2751,0.05049695819616318,0.9921984076499939,0.9894649386405945,0.9908282160758972
56,2801,0.04309377819299698,0.991641104221344,0.990851104259491,0.9912451505661011
57,2851,0.04398578032851219,0.9938701391220093,0.9919600486755371,0.9929127097129822
58,2901,0.043168019503355026,0.991919755935669,0.9891877174377441,0.9905502796173096
59,2951,0.04115676507353783,0.9910838603973389,0.9905738830566406,0.9908282160758972
60,3001,0.038404665887355804,0.9933128952980042,0.993069052696228,0.9931906461715698
61,3051,0.03805851936340332,0.9935915470123291,0.9914056062698364,0.9924958348274231
62,3101,0.04339323937892914,0.9877403378486633,0.9891877174377441,0.9884657859802246
63,3151,0.03768719732761383,0.9921984076499939,0.9905738830566406,0.9913840889930725
64,3201,0.03592771291732788,0.9902479648590088,0.9939007759094238,0.992078959941864
65,3251,0.03756869211792946,0.9958205819129944,0.9897421598434448,0.9927737712860107
66,3301,0.03748297318816185,0.9935915470123291,0.9886332154273987,0.9911061525344849
67,3351,0.035993997007608414,0.991919755935669,0.9905738830566406,0.9912451505661011
68,3401,0.034098073840141296,0.9941487908363342,0.9911283850669861,0.9926347732543945
69,3451,0.03975619748234749,0.991641104221344,0.9878014922142029,0.9897165298461914
70,3501,0.030581748113036156,0.9949846863746643,0.9958414435386658,0.995414137840271
71,3551,0.03685003146529198,0.9949846863746643,0.9880787134170532,0.9915230870246887
72,3601,0.02920965664088726,0.9955419301986694,0.9958414435386658,0.9956920742988586
73,3651,0.03871309757232666,0.9947060346603394,0.990851104259491,0.9927737712860107
74,3701,0.03752437233924866,0.9958205819129944,0.9864153265953064,0.9911061525344849
75,3751,0.02900080941617489,0.9933128952980042,0.9952869415283203,0.9943023920059204
76,3801,0.029355237260460854,0.9949846863746643,0.9961186647415161,0.9955530762672424
77,3851,0.035987488925457,0.9947060346603394,0.9922373294830322,0.9934685826301575
78,3901,0.02803936041891575,0.992755651473999,0.99500972032547,0.9938855171203613
79,3951,0.030199332162737846,0.9905266165733337,0.9958414435386658,0.9931906461715698
80,4001,0.04801615700125694,0.9966564774513245,0.9778209328651428,0.9872151017189026
81,4051,0.031611621379852295,0.9952632784843445,0.9891877174377441,0.9922178983688354
82,4101,0.025729510933160782,0.9938701391220093,0.99500972032547,0.9944413304328918
83,4151,0.025994447991251945,0.9966564774513245,0.9972276091575623,0.9969427585601807
84,4201,0.02474539540708065,0.9955419301986694,0.9944552183151245,0.9949972033500671
85,4251,0.023909397423267365,0.9955419301986694,0.9966731071472168,0.9961089491844177
86,4301,0.02423074096441269,0.9935915470123291,0.9961186647415161,0.9948582649230957
87,4351,0.024525677785277367,0.9921984076499939,0.9961186647415161,0.994163453578949
88,4401,0.02585853450000286,0.9963778257369995,0.9955641627311707,0.9959700107574463
89,4451,0.028554651886224747,0.9952632784843445,0.9927917718887329,0.9940244555473328
90,4501,0.025323878973722458,0.9966564774513245,0.9916828274726868,0.994163453578949
91,4551,0.024120625108480453,0.9963778257369995,0.9919600486755371,0.994163453578949
92,4601,0.021802745759487152,0.9966564774513245,0.9947324395179749,0.9956920742988586
93,4651,0.023888908326625824,0.9963778257369995,0.9919600486755371,0.994163453578949
