,loss,not_all_accuracy,not_all_loss,not_only_accuracy,not_only_loss,steps,total_F1,total_accuracy
0,0.6898259520530701,0.5012311935424805,0.6931459903717041,0.629124641418457,0.6865105032920837,0,0.5264096856117249,0.5652827024459839
1,0.6895371079444885,0.5012311935424805,0.6931459903717041,0.5691300630569458,0.6859337091445923,10,0.512254536151886,0.5352362990379333
2,0.6894291639328003,0.5012311935424805,0.6931459903717041,0.5584946870803833,0.6857184171676636,20,0.5096865892410278,0.5299098491668701
3,0.6893026232719421,0.5012311935424805,0.6931459903717041,0.534769594669342,0.6854660511016846,30,0.5040056109428406,0.5180278420448303
4,0.6891737580299377,0.5012311935424805,0.6931459903717041,0.546495795249939,0.6852089762687683,40,0.5067911744117737,0.52390056848526
5,0.689060389995575,0.5012311935424805,0.6931459903717041,0.5726752281188965,0.6849821209907532,50,0.5134902000427246,0.5370117425918579
6,0.6889467239379883,0.5012311935424805,0.6931459903717041,0.5756749510765076,0.684755265712738,60,0.514302134513855,0.5385140776634216
7,0.688868522644043,0.5012311935424805,0.6931459903717041,0.5904008746147156,0.6845991611480713,70,0.5180460810661316,0.5458890795707703
8,0.6888879537582397,0.5012311935424805,0.6931459903717041,0.6233978867530823,0.6846374273300171,80,0.5263158082962036,0.5624146461486816
9,0.6889755725860596,0.5012311935424805,0.6931459903717041,0.6495773196220398,0.6848122477531433,90,0.53291255235672,0.5755258202552795
10,0.6888655424118042,0.5012311935424805,0.6931459903717041,0.6498500108718872,0.6845928430557251,100,0.5336935520172119,0.57566237449646
11,0.6887732744216919,0.5012311935424805,0.6931459903717041,0.6501227021217346,0.6844082474708557,110,0.5337736010551453,0.5757989883422852
12,0.6885474920272827,0.5012311935424805,0.6931459903717041,0.6321243643760681,0.6839578151702881,120,0.5293768644332886,0.5667850375175476
13,0.6882402896881104,0.5012311935424805,0.6931459903717041,0.5865830183029175,0.6833446621894836,130,0.5174158215522766,0.5439770817756653
14,0.6880720257759094,0.5012311935424805,0.6931459903717041,0.5655849575996399,0.683009147644043,140,0.5121393799781799,0.533460795879364
15,0.6879444122314453,0.5012311935424805,0.6931459903717041,0.568584680557251,0.6827540993690491,150,0.5129451751708984,0.5349631309509277
16,0.6878049969673157,0.5012311935424805,0.6931459903717041,0.5672211647033691,0.6824758052825928,160,0.5125786066055298,0.5342802405357361
17,0.6876394152641296,0.5012311935424805,0.6931459903717041,0.5563130378723145,0.6821452975273132,170,0.5096645951271057,0.5288172364234924
18,0.6874736547470093,0.5012311935424805,0.6931459903717041,0.5377693176269531,0.6818140149116516,180,0.5047860741615295,0.519530177116394
19,0.6873087882995605,0.5012311935424805,0.6931459903717041,0.530951738357544,0.6814851760864258,190,0.5030158162117004,0.5161158442497253
20,0.6871112585067749,0.5012311935424805,0.6931459903717041,0.5617671012878418,0.6810905337333679,200,0.5111174583435059,0.5315487384796143
21,0.6869469285011292,0.5012311935424805,0.6931459903717041,0.556858479976654,0.6807621121406555,210,0.5098094940185547,0.529090404510498
22,0.6868388056755066,0.5012311935424805,0.6931459903717041,0.5260430574417114,0.6805465817451477,220,0.5017489790916443,0.5136574506759644
23,0.6867254972457886,0.5012311935424805,0.6931459903717041,0.5145896077156067,0.6803207993507385,230,0.49881765246391296,0.5079213380813599
24,0.6865751147270203,0.5012311935424805,0.6931459903717041,0.5072265863418579,0.6800203919410706,240,0.4969511926174164,0.5042338371276855
25,0.6863059997558594,0.5012311935424805,0.6931459903717041,0.5170438885688782,0.6794824004173279,250,0.4994429051876068,0.509150505065918
26,0.6859952211380005,0.5012311935424805,0.6931459903717041,0.5295882225036621,0.6788619160652161,260,0.5026633739471436,0.5154329538345337
27,0.6857168674468994,0.5012311935424805,0.6931459903717041,0.5601308941841125,0.6783061027526855,270,0.5106806755065918,0.5307292938232422
28,0.6855502128601074,0.5012311935424805,0.6931459903717041,0.5819470882415771,0.6779733300209045,280,0.5165658593177795,0.5416553020477295
29,0.685359537601471,0.5012311935424805,0.6931459903717041,0.5844014286994934,0.6775928735733032,290,0.5172364115715027,0.5428844690322876
30,0.6851270198822021,0.5012311935424805,0.6931459903717041,0.5595855116844177,0.6771284937858582,300,0.5105352997779846,0.5304561853408813
31,0.6848723292350769,0.5012311935424805,0.6931459903717041,0.5593127608299255,0.6766199469566345,310,0.5104625821113586,0.5303195714950562
32,0.6846553087234497,0.5012311935424805,0.6931459903717041,0.5931279063224792,0.6761866211891174,320,0.5196348428726196,0.5472548604011536
33,0.6844428777694702,0.5012311935424805,0.6931459903717041,0.5958549380302429,0.6757621169090271,330,0.5203889012336731,0.5486205816268921
34,0.6841993927955627,0.5012311935424805,0.6931459903717041,0.5582219958305359,0.6752762794494629,340,0.5101721286773682,0.5297732949256897
35,0.6839851140975952,0.5012311935424805,0.6931459903717041,0.5440414547920227,0.674848735332489,350,0.506425678730011,0.5226714015007019
36,0.6837305426597595,0.5012311935424805,0.6931459903717041,0.5462230443954468,0.6743403077125549,360,0.5069984197616577,0.5237640142440796
37,0.6835123300552368,0.5012311935424805,0.6931459903717041,0.5364058017730713,0.6739048361778259,370,0.5044310092926025,0.5188472867012024
38,0.6831983923912048,0.5012311935424805,0.6931459903717041,0.5399509072303772,0.6732773780822754,380,0.5053550601005554,0.5206227898597717
39,0.6829169392585754,0.5012311935424805,0.6931459903717041,0.5385873913764954,0.672715961933136,390,0.5049993395805359,0.5199398994445801
40,0.6825538277626038,0.5012311935424805,0.6931459903717041,0.5434960722923279,0.6719907522201538,400,0.5062825679779053,0.5223982334136963
41,0.6821252107620239,0.5012311935424805,0.6931459903717041,0.5734933018684387,0.6711351871490479,410,0.5142692923545837,0.537421464920044
42,0.6817961931228638,0.5012311935424805,0.6931459903717041,0.5934005975723267,0.6704773306846619,420,0.5197101831436157,0.547391414642334
43,0.6813859939575195,0.5012311935424805,0.6931459903717041,0.5882192254066467,0.6696587800979614,430,0.5182830095291138,0.5447965264320374
44,0.6810222864151001,0.5012311935424805,0.6931459903717041,0.5688573718070984,0.668932318687439,440,0.5130186080932617,0.5350996851921082
45,0.6807661056518555,0.5012311935424805,0.6931459903717041,0.5426779389381409,0.6684212684631348,450,0.5060682892799377,0.5219885110855103
46,0.6804059147834778,0.5012311935424805,0.6931459903717041,0.5407690405845642,0.6677023768424988,460,0.5055688619613647,0.5210325121879578
47,0.6796953082084656,0.5012311935424805,0.6931459903717041,0.5533133149147034,0.6662834286689758,470,0.5088689923286438,0.5273149609565735
48,0.6792119741439819,0.5012311935424805,0.6931459903717041,0.5492228269577026,0.6653183102607727,480,0.5077881813049316,0.5252663493156433
49,0.6785848736763,0.5012311935424805,0.6931459903717041,0.5533133149147034,0.6640658378601074,490,0.5088689923286438,0.5273149609565735
50,0.6779183149337769,0.5012311935424805,0.6931459903717041,0.5773111581802368,0.6627351641654968,500,0.515303909778595,0.5393335223197937
51,0.677336573600769,0.5012311935424805,0.6931459903717041,0.6081265211105347,0.6615732312202454,510,0.523809552192688,0.5547664761543274
52,0.6767977476119995,0.5012311935424805,0.6931459903717041,0.6236705780029297,0.6604970097541809,520,0.5282073020935059,0.5625512003898621
53,0.6761131286621094,0.5012311935424805,0.6931459903717041,0.6103081703186035,0.6591305136680603,530,0.5244224071502686,0.5558590292930603
54,0.6754615306854248,0.5012311935424805,0.6931459903717041,0.5824925303459167,0.6578295826911926,540,0.5167146921157837,0.5419284105300903
55,0.6747427582740784,0.5012311935424805,0.6931459903717041,0.5923097729682922,0.6563944220542908,550,0.5194090008735657,0.5468451380729675
56,0.6740677356719971,0.5012311935424805,0.6931459903717041,0.5961276292800903,0.6550462245941162,560,0.5204644203186035,0.5487571954727173
57,0.6733821630477905,0.5012311935424805,0.6931459903717041,0.5819470882415771,0.6536775827407837,570,0.5165658593177795,0.5416553020477295
58,0.6726371049880981,0.5012311935424805,0.6931459903717041,0.5737659931182861,0.6521900296211243,580,0.5143430829048157,0.5375580191612244
59,0.6715826988220215,0.5012311935424805,0.6931459903717041,0.6002181768417358,0.6500845551490784,590,0.5216000080108643,0.5508058071136475
60,0.670640766620636,0.5012311935424805,0.6931459903717041,0.6255794763565063,0.6482037901878357,600,0.5287525653839111,0.5635072588920593
61,0.669622540473938,0.5012311935424805,0.6931459903717041,0.621761679649353,0.6461707949638367,610,0.5276632905006409,0.5615952014923096
62,0.6685879826545715,0.5012311935424805,0.6931459903717041,0.626124918460846,0.6441048383712769,620,0.5289085507392883,0.5637803673744202
63,0.6676613092422485,0.5012311935424805,0.6931459903717041,0.6304881572723389,0.6422548294067383,630,0.5301597118377686,0.5659655928611755
64,0.6665254235267639,0.5012311935424805,0.6931459903717041,0.6484864950180054,0.6399863958358765,640,0.5353837013244629,0.5749794840812683
65,0.6654377579689026,0.5012311935424805,0.6931459903717041,0.6634851098060608,0.6378149390220642,650,0.5398163199424744,0.5824910998344421
66,0.6651946902275085,0.5012311935424805,0.6931459903717041,0.7142078280448914,0.6373288631439209,660,0.5553662776947021,0.6078940033912659
67,0.6641188263893127,0.5012311935424805,0.6931459903717041,0.7259340286254883,0.6351814866065979,670,0.5590895414352417,0.6137667298316956
68,0.6624128222465515,0.5012311935424805,0.6931459903717041,0.7092991471290588,0.6317744851112366,680,0.55382239818573,0.6054356694221497
69,0.660426139831543,0.5012311935424805,0.6931459903717041,0.6779383420944214,0.6278080344200134,690,0.5441578030586243,0.5897296071052551
70,0.6591601371765137,0.5012311935424805,0.6931459903717041,0.6678483486175537,0.6252809166908264,700,0.5411195755004883,0.5846763253211975
71,0.6579006314277649,0.5012311935424805,0.6931459903717041,0.6801199913024902,0.622765302658081,710,0.544819176197052,0.590822160243988
72,0.657705545425415,0.5012311935424805,0.6931459903717041,0.730842649936676,0.6223757266998291,720,0.5606629252433777,0.6162250638008118
73,0.655209481716156,0.5012311935424805,0.6931459903717041,0.7090264558792114,0.6173915863037109,730,0.5537368655204773,0.6052991151809692
74,0.6530564427375793,0.5012311935424805,0.6931459903717041,0.6874829530715942,0.6130931973457336,740,0.5470633506774902,0.5945097208023071
75,0.6506791710853577,0.5012311935424805,0.6931459903717041,0.6978456377983093,0.6083462834358215,750,0.5502532124519348,0.5996995568275452
76,0.648351788520813,0.5012311935424805,0.6931459903717041,0.7109353542327881,0.6036993265151978,760,0.5543360114097595,0.6062551140785217
77,0.646095871925354,0.5012311935424805,0.6931459903717041,0.7155712842941284,0.5991950631141663,770,0.5557966232299805,0.6085768938064575
78,0.6438307762145996,0.5012311935424805,0.6931459903717041,0.7125715613365173,0.5946720242500305,780,0.5548506379127502,0.6070745587348938
