,at_least_3_accuracy,global_step,last_3_accuracy,loss,total_accuracy
0,0.5164251923561096,1,0.5037455558776855,0.6936374306678772,0.510038435459137
1,0.5815521478652954,51,0.5012013912200928,0.69150710105896,0.5410792827606201
2,0.6287476420402527,101,0.5027561783790588,0.6893797516822815,0.5652855038642883
3,0.6053650975227356,151,0.5235335826873779,0.6874696612358093,0.5641463994979858
4,0.5644814372062683,201,0.5448763370513916,0.6855582594871521,0.5546063184738159
5,0.5717974305152893,251,0.5635335445404053,0.6840782165527344,0.5676349401473999
6,0.5465499758720398,301,0.5677738785743713,0.6823756098747253,0.5572404861450195
7,0.5531487464904785,351,0.5756890177726746,0.6808030009269714,0.5645023584365845
8,0.5765313506126404,401,0.5834628939628601,0.6791965961456299,0.5800228118896484
9,0.5870032906532288,451,0.5964664220809937,0.6771636009216309,0.5917698740959167
10,0.5370821952819824,501,0.583038866519928,0.6746734380722046,0.5602306723594666
11,0.5614689588546753,551,0.6052296757698059,0.6720417737960815,0.5835112929344177
12,0.564337968826294,601,0.6139929294586182,0.6692120432853699,0.5893492698669434
13,0.607516884803772,651,0.6081978678703308,0.6659936308860779,0.6078599095344543
14,0.6303256154060364,701,0.6144169569015503,0.6627278923988342,0.6223124265670776
15,0.6491177678108215,751,0.6144169569015503,0.6596982479095459,0.6316388845443726
16,0.6976043581962585,801,0.6021201610565186,0.6547872424125671,0.6495087742805481
17,0.7264381051063538,851,0.5912367701530457,0.650110125541687,0.658336877822876
18,0.7146750688552856,901,0.5967491269111633,0.6456590890884399,0.6552755236625671
19,0.7407832741737366,951,0.5843109488487244,0.6399352550506592,0.6619678139686584
20,0.7526897192001343,1001,0.5684805512428284,0.6346311569213867,0.6599031686782837
21,0.7607229948043823,1051,0.5888339281082153,0.6294634938240051,0.6741421222686768
22,0.7546980381011963,1101,0.6178091764450073,0.6248223781585693,0.6857468485832214
23,0.7737770676612854,1151,0.6192226409912109,0.616971492767334,0.6959276795387268
24,0.7889829277992249,1201,0.5960423946380615,0.6063481569290161,0.6917983889579773
25,0.7978768944740295,1251,0.6187986135482788,0.5967032313346863,0.7076748013496399
26,0.8103572130203247,1301,0.5957596898078918,0.5873669981956482,0.7022640109062195
27,0.8219767808914185,1351,0.6302473545074463,0.5768492817878723,0.7254022359848022
28,0.8274279236793518,1401,0.6203533411026001,0.5655304193496704,0.7231240272521973
29,0.8328790664672852,1451,0.6108834147453308,0.5535933375358582,0.7210593819618225
30,0.8269975781440735,1501,0.6137102246284485,0.5465788841247559,0.7195642590522766
31,0.848228394985199,1551,0.6527208685874939,0.537825345993042,0.7497507929801941
32,0.8424903154373169,1601,0.6545583009719849,0.5302827954292297,0.7478285431861877
33,0.8578396439552307,1651,0.6508833765983582,0.5211611390113831,0.7535953521728516
34,0.8690288066864014,1701,0.6640282869338989,0.515137255191803,0.7657696008682251
35,0.8694592118263245,1751,0.6428268551826477,0.5097716450691223,0.7553039789199829
36,0.8601348400115967,1801,0.662897527217865,0.5061386227607727,0.7607859969139099
37,0.8650121688842773,1851,0.6792932748794556,0.499422162771225,0.7714651823043823
38,0.8751972317695618,1901,0.6877738237380981,0.49294012784957886,0.780791699886322
39,0.8724716901779175,1951,0.6859363913536072,0.48860248923301697,0.7785134315490723
40,0.8825132846832275,2001,0.6968197822570801,0.48315078020095825,0.7889790534973145
41,0.8790704607963562,2051,0.702473521232605,0.47880807518959045,0.7901181578636169
42,0.8853822946548462,2101,0.7256537079811096,0.47465741634368896,0.8049266934394836
43,0.8704633712768555,2151,0.714487612247467,0.4723881185054779,0.7918980717658997
44,0.8898292779922485,2201,0.7284805774688721,0.4652155935764313,0.8085575699806213
45,0.8840912580490112,2251,0.7238162755966187,0.46056416630744934,0.8033604025840759
46,0.8866733908653259,2301,0.7358303666114807,0.4573776125907898,0.8106934428215027
47,0.8978625535964966,2351,0.7486925721168518,0.4548337161540985,0.8227253556251526
48,0.8972887396812439,2401,0.7465724349021912,0.449291467666626,0.8213726282119751
49,0.8786400556564331,2451,0.7430388927459717,0.4476202726364136,0.810337483882904
50,0.8817960023880005,2501,0.7363957762718201,0.44243869185447693,0.8085575699806213
51,0.9031702876091003,2551,0.7523674964904785,0.4420212209224701,0.8272106051445007
52,0.9038875102996826,2601,0.7410600781440735,0.43397244811058044,0.8218709826469421
53,0.8962845802307129,2651,0.7406360507011414,0.43017613887786865,0.817884087562561
54,0.905752420425415,2701,0.7383745312690735,0.4276224970817566,0.8214438557624817
55,0.908047616481781,2751,0.7599999904632568,0.42494744062423706,0.8334757089614868
56,0.8835174441337585,2801,0.7484098672866821,0.4243960380554199,0.8154634833335876
57,0.8918375968933105,2851,0.759293258190155,0.4175567328929901,0.8250747323036194
58,0.9114904403686523,2901,0.7837455868721008,0.41242408752441406,0.8471450805664062
59,0.907760739326477,2951,0.7799293398857117,0.40793198347091675,0.8433717489242554
60,0.901018500328064,3001,0.7807773947715759,0.40599170327186584,0.8404527902603149
61,0.9074738025665283,3051,0.7854416966438293,0.40107929706573486,0.8460059762001038
62,0.9079041481018066,3101,0.7867137789726257,0.3974744379520416,0.8468602895736694
63,0.9066131114959717,3151,0.7844523191452026,0.39542239904403687,0.8450804352760315
64,0.9189499616622925,3201,0.7966077923774719,0.3953556716442108,0.8573259115219116
65,0.914072573184967,3251,0.7896819710731506,0.3877294659614563,0.8514167666435242
66,0.9203844666481018,3301,0.7929328680038452,0.3870698809623718,0.8561868071556091
67,0.9200975298881531,3351,0.8014134168624878,0.3820638656616211,0.8603160977363586
68,0.9112035632133484,3401,0.797031819820404,0.3805176019668579,0.8536949753761292
69,0.9212451577186584,3451,0.8055123686790466,0.3751988708972931,0.862950325012207
70,0.9235403537750244,3501,0.8114487528800964,0.37453845143318176,0.8670796155929565
71,0.9172285199165344,3551,0.7925088405609131,0.3713602125644684,0.8544069528579712
72,0.9242576360702515,3601,0.8207773566246033,0.3714250326156616,0.8721343874931335
73,0.9241141676902771,3651,0.8200706839561462,0.3645564913749695,0.8717072606086731
74,0.9228231310844421,3701,0.8175265192985535,0.3596462309360504,0.8697850108146667
75,0.9259790778160095,3751,0.8204947113990784,0.3573659360408783,0.8728463649749756
76,0.9275570511817932,3801,0.8203533291816711,0.35362374782562256,0.8735582828521729
77,0.9266963005065918,3851,0.8240282535552979,0.3502347469329834,0.8749821782112122
78,0.9269832372665405,3901,0.8251590132713318,0.348048597574234,0.8756941556930542
79,0.9337254166603088,3951,0.8262897729873657,0.347752183675766,0.8796098828315735
80,0.9330081939697266,4001,0.8281272053718567,0.3427647054195404,0.8801794052124023
81,0.9332950711250305,4051,0.8296819925308228,0.3456878662109375,0.8811049461364746
82,0.9355903267860413,4101,0.8360424041748047,0.3389270603656769,0.8854478001594543
83,0.9360206723213196,4151,0.8342049717903137,0.3336170017719269,0.8847358822822571
84,0.9365944862365723,4201,0.8329328894615173,0.33204489946365356,0.8843799233436584
85,0.9386028051376343,4251,0.835759699344635,0.33132004737854004,0.8868005275726318
86,0.9383158683776855,4301,0.8340635895729065,0.32778236269950867,0.885803759098053
87,0.9383158683776855,4351,0.8366077542304993,0.32184794545173645,0.8870853185653687
88,0.9408980011940002,4401,0.8364664316177368,0.3252038359642029,0.888295590877533
89,0.9407545328140259,4451,0.8408480286598206,0.31647416949272156,0.8904314637184143
90,0.940180778503418,4501,0.835053026676178,0.3171581029891968,0.8872276544570923
91,0.9383158683776855,4551,0.8409894108772278,0.3167482614517212,0.889292299747467
92,0.9364510178565979,4601,0.839151918888092,0.3180539011955261,0.8874412775039673
93,0.9350165128707886,4651,0.8359010815620422,0.3093157410621643,0.8850918412208557
94,0.944197416305542,4701,0.8474911451339722,0.3069882392883301,0.8954862356185913
95,0.9447711706161499,4751,0.84975266456604,0.3017183244228363,0.8969101309776306
96,0.9433366656303406,4801,0.8517314195632935,0.30220556259155273,0.8971949219703674
97,0.9427628517150879,4851,0.851590096950531,0.29767218232154846,0.8968389630317688
98,0.9407545328140259,4901,0.8487632274627686,0.29587921500205994,0.8944183588027954
99,0.9470664262771606,4951,0.8546996712684631,0.29576757550239563,0.9005410671234131
100,0.9439104795455933,5001,0.8545582890510559,0.2913372814655304,0.8989036083221436
101,0.947209894657135,5051,0.8522968292236328,0.29269111156463623,0.8994019627571106
102,0.9467794895172119,5101,0.8483392000198364,0.28630170226097107,0.8971949219703674
103,0.9406111240386963,5151,0.8565371036529541,0.28810369968414307,0.8982628583908081
104,0.95223069190979,5201,0.851590096950531,0.2858569025993347,0.9015377759933472
105,0.944197416305542,5251,0.8558303713798523,0.2818165719509125,0.8996867537498474
106,0.9538086652755737,5301,0.8590812683105469,0.27619507908821106,0.9060942530632019
107,0.953521728515625,5351,0.8623321652412415,0.2739483118057251,0.9075893759727478
108,0.9549562335014343,5401,0.8624734878540039,0.2718273103237152,0.9083724617958069
109,0.952804446220398,5451,0.8630388975143433,0.2724819481372833,0.9075893759727478
110,0.95223069190979,5501,0.8650176525115967,0.2684277594089508,0.9083012938499451
111,0.9371682405471802,5551,0.8582332134246826,0.2848520874977112,0.8974084854125977
112,0.9497919678688049,5601,0.8653003573417664,0.2661930024623871,0.9072333574295044
113,0.9569645524024963,5651,0.8669964671134949,0.2620210647583008,0.9116474390029907
114,0.9566776752471924,5701,0.8661484122276306,0.2598760426044464,0.9110779166221619
115,0.9571080207824707,5751,0.8688338994979858,0.25784850120544434,0.9126441478729248
116,0.9523741006851196,5801,0.870812714099884,0.2576986253261566,0.9112914800643921
117,0.9576818346977234,5851,0.8740636110305786,0.254123717546463,0.91556316614151
118,0.9586859941482544,5901,0.8754770159721375,0.25246715545654297,0.9167734384536743
119,0.9572514891624451,5951,0.8746289610862732,0.25125378370285034,0.9156343340873718
120,0.95854252576828,6001,0.8742049336433411,0.24824781715869904,0.916061520576477
121,0.9561038613319397,6051,0.8706713914871216,0.2472795993089676,0.91307133436203
122,0.9592598080635071,6101,0.8720847964286804,0.24503903090953827,0.915349543094635
123,0.9576818346977234,6151,0.8756183981895447,0.24350252747535706,0.9163463115692139
124,0.952804446220398,6201,0.873498260974884,0.2446448802947998,0.9128577709197998
125,0.959546685218811,6251,0.8736395835876465,0.2402828186750412,0.9162750840187073
126,0.960550844669342,6301,0.8754770159721375,0.23884087800979614,0.9176989793777466
127,0.9601204991340637,6351,0.8754770159721375,0.238119974732399,0.9174854159355164
128,0.9576818346977234,6401,0.8795759677886963,0.23718589544296265,0.918339729309082
129,0.9631329774856567,6451,0.8766077756881714,0.23622117936611176,0.9195500612258911
130,0.9614115357398987,6501,0.8829681873321533,0.23169493675231934,0.9218994975090027
131,0.9611246585845947,6551,0.8829681873321533,0.22885994613170624,0.9217571020126343
132,0.9609811902046204,6601,0.8843816518783569,0.2278146892786026,0.9223978519439697
133,0.961555004119873,6651,0.8842402696609497,0.2280738800764084,0.9226114153862
134,0.9569645524024963,6701,0.8855123519897461,0.23004767298698425,0.9209739565849304
135,0.9622722864151001,6751,0.8857950568199158,0.22451521456241608,0.9237505197525024
136,0.9635633230209351,6801,0.8873498439788818,0.22113923728466034,0.9251744151115417
137,0.9631329774856567,6851,0.8876324892044067,0.21996168792247772,0.9251032471656799
138,0.9614115357398987,6901,0.8876324892044067,0.22456949949264526,0.9242488741874695
139,0.9628461003303528,6951,0.8921554684638977,0.21759672462940216,0.9272390604019165
140,0.9635633230209351,7001,0.891166090965271,0.21782606840133667,0.9270966649055481
141,0.9667192697525024,7051,0.8938515782356262,0.21337544918060303,0.9300156831741333
142,0.9503657817840576,7101,0.8910247087478638,0.22472326457500458,0.9204756021499634
143,0.9677234292030334,7151,0.8941342830657959,0.2109052687883377,0.9306564331054688
144,0.9682972431182861,7201,0.896395742893219,0.209387868642807,0.9320803284645081
145,0.9664323329925537,7251,0.8958303928375244,0.21049119532108307,0.930869996547699
146,0.9641371369361877,7301,0.8968197703361511,0.20849749445915222,0.9302292466163635
147,0.9671496152877808,7351,0.8966784477233887,0.20549504458904266,0.9316531419754028
148,0.9572514891624451,7401,0.8976678252220154,0.20990534126758575,0.9272390604019165
149,0.9674365520477295,7451,0.8995053172111511,0.20231011509895325,0.9332194328308105
150,0.962559163570404,7501,0.8946996331214905,0.20736955106258392,0.928378164768219
151,0.9682972431182861,7551,0.902473509311676,0.20260129868984222,0.9351416826248169
152,0.9674365520477295,7601,0.9040282964706421,0.20076897740364075,0.9354976415634155
153,0.9677234292030334,7651,0.8982332348823547,0.20217303931713104,0.9327210783958435
154,0.9670061469078064,7701,0.9027561545372009,0.1984037309885025,0.9346433281898499
155,0.9678668975830078,7751,0.9055830240249634,0.1970496028661728,0.9364943504333496
156,0.9684407114982605,7801,0.9031802415847778,0.19524988532066345,0.9355688691139221
157,0.9700186252593994,7851,0.9007773995399475,0.19386757910251617,0.9351416826248169
158,0.9675799608230591,7901,0.9023321270942688,0.19195185601711273,0.9347144961357117
159,0.9697317481040955,7951,0.9031802415847778,0.1910306066274643,0.9362096190452576
160,0.9707359075546265,8001,0.9045936465263367,0.19026482105255127,0.9374198913574219
161,0.9684407114982605,8051,0.9053003787994385,0.19143112003803253,0.936636745929718
162,0.9704490303993225,8101,0.9067137837409973,0.18786035478115082,0.9383454322814941
163,0.9662889242172241,8151,0.9071378111839294,0.1879548728466034,0.9364943504333496
164,0.9711662530899048,8201,0.9072791337966919,0.18505717813968658,0.9389861822128296
165,0.9708793759346008,8251,0.9031802415847778,0.1876756250858307,0.9367791414260864
166,0.9723138809204102,8301,0.9020494818687439,0.1870129555463791,0.9369215369224548
167,0.9698752164840698,8351,0.9113780856132507,0.18187765777111053,0.9404100775718689
168,0.9708793759346008,8401,0.9099646806716919,0.18144048750400543,0.9401965141296387
169,0.9714531898498535,8451,0.9098232984542847,0.17915119230747223,0.9404100775718689
170,0.9654281735420227,8501,0.9109540581703186,0.18018078804016113,0.9379894733428955
171,0.9707359075546265,8551,0.9119434356689453,0.17930565774440765,0.9411220550537109
172,0.9715965986251831,8601,0.913780927658081,0.17677469551563263,0.9424747228622437
173,0.9724573493003845,8651,0.911095380783081,0.1755826324224472,0.9415491819381714
174,0.9693014025688171,8701,0.9127914905548096,0.1750817894935608,0.9408372640609741
175,0.9723138809204102,8751,0.9136396050453186,0.1736636608839035,0.9427595138549805
176,0.9721704125404358,8801,0.9136396050453186,0.17330212891101837,0.9426882863044739
177,0.9721704125404358,8851,0.9157597422599792,0.17257215082645416,0.9437562227249146
178,0.9723138809204102,8901,0.9139222502708435,0.17240816354751587,0.9429019093513489
179,0.9675799608230591,8951,0.9163250923156738,0.17232771217823029,0.9417628049850464
180,0.9708793759346008,9001,0.916749119758606,0.17034366726875305,0.9436138272285461
181,0.9720269441604614,9051,0.913780927658081,0.17412099242210388,0.9426882863044739
182,0.9724573493003845,9101,0.9120848178863525,0.17044025659561157,0.9420475363731384
183,0.9731745719909668,9151,0.9161837697029114,0.16702334582805634,0.9444682002067566
184,0.9743221998214722,9201,0.9168904423713684,0.16543951630592346,0.9453936815261841
185,0.9754698276519775,9251,0.916749119758606,0.16775110363960266,0.9458920955657959
186,0.9756132364273071,9301,0.9166077971458435,0.16422562301158905,0.9458920955657959
187,0.9769043326377869,9351,0.9171731472015381,0.1627945601940155,0.9468175768852234
188,0.9744656682014465,9401,0.9188692569732666,0.16167786717414856,0.9464616179466248
189,0.9769043326377869,9451,0.9184452295303345,0.16145238280296326,0.9474583268165588
190,0.9751828908920288,9501,0.9175971746444702,0.16020987927913666,0.9461768269538879
191,0.9736049175262451,9551,0.9146289825439453,0.168366938829422,0.943898618221283
