,at_least_4_accuracy,at_most_4_accuracy,exactly_4_accuracy,loss,steps,total_accuracy
0,0.4006410241127014,0.758957028388977,0.16211877763271332,0.7023340463638306,0,0.4413999915122986
1,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6969963312149048,10,0.4414333403110504
2,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6928831934928894,20,0.4414333403110504
3,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6930912733078003,30,0.4414333403110504
4,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6931241154670715,40,0.4414333403110504
5,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6930302977561951,50,0.4414333403110504
6,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6928173303604126,60,0.4414333403110504
7,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6924139857292175,70,0.4414333403110504
8,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6914885640144348,80,0.4414333403110504
9,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6910831332206726,90,0.4414333403110504
10,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6924294829368591,100,0.4414333403110504
11,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6923460960388184,110,0.4414333403110504
12,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6910108327865601,120,0.4414333403110504
13,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6904690861701965,130,0.4414333403110504
14,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6900224089622498,140,0.4414333403110504
15,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6884201765060425,150,0.4414333403110504
16,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6881052255630493,160,0.4414333403110504
17,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6880528926849365,170,0.4414333403110504
18,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6876651048660278,180,0.4414333403110504
19,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6865750551223755,190,0.4414333403110504
20,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6849603056907654,200,0.4414333403110504
21,0.40074118971824646,0.758957028388977,0.16211877763271332,0.682339608669281,210,0.4414333403110504
22,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6806329488754272,220,0.4414333403110504
23,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6800009608268738,230,0.4414333403110504
24,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6772552132606506,240,0.4414333403110504
25,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6788426041603088,250,0.4414333403110504
26,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6746894717216492,260,0.4414333403110504
27,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6881087422370911,270,0.4414333403110504
28,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6830060482025146,280,0.4414333403110504
29,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6701841354370117,290,0.4414333403110504
30,0.40074118971824646,0.758957028388977,0.16211877763271332,0.673557460308075,300,0.4414333403110504
31,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6627439260482788,310,0.4414333403110504
32,0.40074118971824646,0.758957028388977,0.16211877763271332,0.658815860748291,320,0.4414333403110504
33,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6715816259384155,330,0.4414333403110504
34,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6399900317192078,340,0.4414333403110504
35,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6477670073509216,350,0.4414333403110504
36,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6327180862426758,360,0.4414333403110504
37,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6393662691116333,370,0.4414333403110504
38,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6420056223869324,380,0.4414333403110504
39,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6280683875083923,390,0.4414333403110504
40,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6874252557754517,400,0.4414333403110504
41,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6882191300392151,410,0.4414333403110504
42,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6771703362464905,420,0.4414333403110504
43,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6351699829101562,430,0.4414333403110504
44,0.40074118971824646,0.758957028388977,0.16211877763271332,0.6409687399864197,440,0.4414333403110504
