,at_least_4_accuracy,at_most_4_accuracy,exactly_4_accuracy,loss,steps,total_accuracy
0,0.6266285181045532,0.7683331370353699,0.8277425169944763,0.6628698110580444,0,0.7401333451271057
1,0.39163047075271606,0.7759782671928406,0.8277425169944763,0.634719967842102,10,0.6632999777793884
2,0.40692853927612305,0.7759782671928406,0.8277425169944763,0.6115191578865051,20,0.6684666872024536
3,0.40574416518211365,0.7759782671928406,0.8277425169944763,0.5936782360076904,30,0.668066680431366
4,0.4072246253490448,0.7759782671928406,0.8277425169944763,0.5837846398353577,40,0.6685666441917419
5,0.5949466824531555,0.7759782671928406,0.8277425169944763,0.5652640461921692,50,0.7319666743278503
6,0.5929727554321289,0.7759782671928406,0.8277425169944763,0.5583403706550598,60,0.7312999963760376
7,0.5929727554321289,0.7759782671928406,0.8277425169944763,0.5606423020362854,70,0.7312999963760376
8,0.5929727554321289,0.7759782671928406,0.8277425169944763,0.5591514110565186,80,0.7312999963760376
9,0.5929727554321289,0.7759782671928406,0.8277425169944763,0.5531549453735352,90,0.7312999963760376
10,0.593268871307373,0.7759782671928406,0.8277425169944763,0.5468773245811462,100,0.7314000129699707
11,0.6086655855178833,0.7759782671928406,0.8277425169944763,0.5419150590896606,110,0.7365999817848206
12,0.6504145264625549,0.7759782671928406,0.8277425169944763,0.5393660664558411,120,0.7506999969482422
13,0.6122187376022339,0.7759782671928406,0.8277425169944763,0.5293532013893127,130,0.7378000020980835
14,0.5955389142036438,0.7759782671928406,0.8277425169944763,0.5249063968658447,140,0.7321666479110718
15,0.5949466824531555,0.7759782671928406,0.8277425169944763,0.5241554975509644,150,0.7319666743278503
16,0.6780497431755066,0.7759782671928406,0.8277425169944763,0.4997968077659607,160,0.7600333094596863
17,0.9084089994430542,0.7759782671928406,0.8277425169944763,0.5029341578483582,170,0.8378333449363708
18,0.8543229103088379,0.7759782671928406,0.8277425169944763,0.4774918556213379,180,0.8195666670799255
19,0.833004355430603,0.7759782671928406,0.8277425169944763,0.47668248414993286,190,0.8123666644096375
20,0.7864192724227905,0.7759782671928406,0.8277425169944763,0.47397318482398987,200,0.7966333627700806
21,0.8932096362113953,0.7759782671928406,0.8277425169944763,0.4444040358066559,210,0.8327000141143799
22,0.7643110752105713,0.7759782671928406,0.8277425169944763,0.4488399028778076,220,0.7891666889190674
23,0.8337939381599426,0.7759782671928406,0.8277425169944763,0.4432404041290283,230,0.8126333355903625
24,0.8071456551551819,0.7759782671928406,0.8277425169944763,0.44292008876800537,240,0.8036333322525024
25,0.8345835208892822,0.7759782671928406,0.826130747795105,0.44088900089263916,250,0.8123666644096375
26,0.9008092880249023,0.7759782671928406,0.8277425169944763,0.409648060798645,260,0.835266649723053
27,0.9126529693603516,0.7759782671928406,0.8277425169944763,0.40603509545326233,270,0.8392666578292847
28,0.928543210029602,0.7759782671928406,0.8277425169944763,0.39241522550582886,280,0.8446333408355713
29,0.8273786306381226,0.7759782671928406,0.8277425169944763,0.4134962856769562,290,0.8104666471481323
30,0.776648223400116,0.7759782671928406,0.8277425169944763,0.4281080365180969,300,0.7933333516120911
31,0.8814646601676941,0.7759782671928406,0.8277425169944763,0.4045666456222534,310,0.8287333250045776
32,0.9689103960990906,0.7759782671928406,0.8277425169944763,0.3863067626953125,320,0.8582666516304016
33,0.9698973298072815,0.7759782671928406,0.8276417851448059,0.37302467226982117,330,0.8585666418075562
34,0.8639952540397644,0.7759782671928406,0.8268359303474426,0.3820341229438782,340,0.8225333094596863
35,0.8157323598861694,0.7759782671928406,0.8270373940467834,0.3774678409099579,350,0.8062999844551086
36,0.9639755487442017,0.7759782671928406,0.8276417851448059,0.34918850660324097,360,0.8565666675567627
37,0.9716739058494568,0.7759782671928406,0.8276417851448059,0.35512855648994446,370,0.85916668176651
38,0.8302408456802368,0.7759782671928406,0.8277425169944763,0.35726842284202576,380,0.8114333152770996
39,0.9696999788284302,0.7759782671928406,0.8268359303474426,0.3371090590953827,390,0.8582333326339722
40,0.9633833169937134,0.7759782671928406,0.8258285522460938,0.3328401744365692,400,0.8557666540145874
41,0.9637781381607056,0.7759782671928406,0.826634407043457,0.3233100473880768,410,0.856166660785675
42,0.9047572016716003,0.7759782671928406,0.8274403214454651,0.33357909321784973,420,0.8364999890327454
43,0.8580734133720398,0.7759782671928406,0.8276417851448059,0.3435312807559967,430,0.8208000063896179
44,0.8181997537612915,0.7759782671928406,0.8277425169944763,0.38619232177734375,440,0.807366669178009
45,0.8665614128112793,0.7759782671928406,0.8277425169944763,0.3374541997909546,450,0.8237000107765198
46,0.9594354629516602,0.7759782671928406,0.8277425169944763,0.31348007917404175,460,0.8550666570663452
47,0.8014212250709534,0.7759782671928406,0.8277425169944763,0.36843347549438477,470,0.8016999959945679
48,0.7634228467941284,0.7759782671928406,0.8276417851448059,0.4018702507019043,480,0.7888333201408386
49,0.9550927877426147,0.7759782671928406,0.8276417851448059,0.3100253939628601,490,0.8535666465759277
50,0.9216344356536865,0.7759782671928406,0.8276417851448059,0.30885598063468933,500,0.8422666788101196
51,0.9307145476341248,0.7759782671928406,0.8276417851448059,0.31391921639442444,510,0.8453333377838135
52,0.9581524133682251,0.7759782671928406,0.8276417851448059,0.30014291405677795,520,0.8546000123023987
53,0.8983418941497803,0.7759782671928406,0.8276417851448059,0.3064817190170288,530,0.8343999981880188
