,at_least_3_accuracy,at_least_3_loss,first_3_accuracy,first_3_loss,loss,steps,total_F1,total_accuracy
0,0.5650230646133423,0.6905972361564636,0.50113445520401,0.696345865726471,0.6934952139854431,0,0.4914792478084564,0.5328138470649719
1,0.5934256315231323,0.6904211044311523,0.50113445520401,0.6964420676231384,0.6934567093849182,10,0.48168137669563293,0.5468973517417908
2,0.6300461292266846,0.6902660727500916,0.50113445520401,0.6965318918228149,0.6934245228767395,20,0.4662221372127533,0.565055787563324
3,0.6320645809173584,0.6901520490646362,0.50113445520401,0.6962248682975769,0.6932138204574585,30,0.469961553812027,0.5660566091537476
4,0.6323529481887817,0.690037190914154,0.50113445520401,0.6958916783332825,0.6929887533187866,40,0.4749048352241516,0.5661996006965637
5,0.6205305457115173,0.6899122595787048,0.50113445520401,0.6955886483192444,0.6927739977836609,50,0.4820616543292999,0.5603374242782593
6,0.6362456679344177,0.6897807121276855,0.50113445520401,0.695486307144165,0.6926571130752563,60,0.479538232088089,0.56812983751297
7,0.6225489974021912,0.6896704435348511,0.50113445520401,0.6952661275863647,0.6924914717674255,70,0.4848026931285858,0.5613383054733276
8,0.6101499199867249,0.6895442008972168,0.50113445520401,0.6950297355651855,0.6923096179962158,80,0.48974907398223877,0.5551901459693909
9,0.6166378259658813,0.6893908381462097,0.50113445520401,0.6948265433311462,0.6921310424804688,90,0.48836246132850647,0.558407187461853
10,0.6495097875595093,0.6892168521881104,0.50113445520401,0.6947681307792664,0.6920154690742493,100,0.48417583107948303,0.5747069120407104
11,0.6786332130432129,0.689039409160614,0.50113445520401,0.694788932800293,0.6919381022453308,110,0.4716373682022095,0.5891478657722473
12,0.7090542316436768,0.688868522644043,0.50113445520401,0.6946834325790405,0.6918001174926758,120,0.4590580463409424,0.6042321920394897
13,0.7087658643722534,0.6887219548225403,0.50113445520401,0.6945133805274963,0.6916418075561523,130,0.42107462882995605,0.6040892004966736
14,0.6239907741546631,0.688602089881897,0.50113445520401,0.6944420337677002,0.6915464401245117,140,0.2585330307483673,0.5620532035827637
15,0.5360438227653503,0.6884830594062805,0.50113445520401,0.6944350004196167,0.6914837956428528,150,0.09291677922010422,0.5184443593025208
16,0.5198962092399597,0.6883319616317749,0.50113445520401,0.6944618225097656,0.6914219856262207,160,0.05778755992650986,0.5104374885559082
17,0.5464244484901428,0.6881819367408752,0.50113445520401,0.6943473815917969,0.6912901401519775,170,0.10885263979434967,0.5235916376113892
18,0.5994809865951538,0.688014805316925,0.50113445520401,0.694333016872406,0.6912004351615906,180,0.20263424515724182,0.5498999357223511
19,0.5769895911216736,0.6878746747970581,0.50113445520401,0.6941625475883484,0.6910446882247925,190,0.16251298785209656,0.5387474894523621
20,0.564158022403717,0.6876977682113647,0.50113445520401,0.6940650939941406,0.6909077167510986,200,0.1376400738954544,0.5323848724365234
21,0.5729526877403259,0.6875331997871399,0.50113445520401,0.6939500570297241,0.690768301486969,210,0.1518324613571167,0.5367457866668701
22,0.6362456679344177,0.6873748302459717,0.50113445520401,0.6936877965927124,0.6905572414398193,220,0.26338252425193787,0.56812983751297
23,0.6646482348442078,0.6872303485870361,0.50113445520401,0.6935312151908875,0.6904073357582092,230,0.308893084526062,0.5822133421897888
24,0.6555651426315308,0.6870942115783691,0.50113445520401,0.6932398676872253,0.6901923418045044,240,0.2938433885574341,0.577709436416626
25,0.621107280254364,0.6869327425956726,0.50113445520401,0.6931142807006836,0.6900495290756226,250,0.2344294935464859,0.5606234073638916
26,0.6160611510276794,0.6867815852165222,0.50113445520401,0.6929473876953125,0.6898903250694275,260,0.22495296597480774,0.5581212639808655
27,0.6696943640708923,0.6865929961204529,0.50113445520401,0.6927385926246643,0.689691424369812,270,0.31424862146377563,0.5847154855728149
28,0.7148212194442749,0.686418890953064,0.50113445520401,0.6925082802772522,0.6894882917404175,280,0.3889259696006775,0.6070917844772339
29,0.6743079423904419,0.6862360835075378,0.50113445520401,0.6923741102218628,0.6893308162689209,290,0.3191514313220978,0.5870031714439392
30,0.7165513038635254,0.6860679388046265,0.50113445520401,0.6920419335365295,0.6890798807144165,300,0.3887650668621063,0.6079496741294861
31,0.734573245048523,0.6859140992164612,0.50113445520401,0.6915399432182312,0.6887503862380981,310,0.42690619826316833,0.6168859004974365
32,0.7429354190826416,0.6857701539993286,0.50113445520401,0.6909615397453308,0.6883873343467712,320,0.4863869249820709,0.6210322976112366
33,0.7348616123199463,0.6856176853179932,0.50113445520401,0.690613329410553,0.6881363987922668,330,0.4962858259677887,0.6170288920402527
34,0.7433679103851318,0.6854507327079773,0.50113445520401,0.6903265714645386,0.6879090666770935,340,0.4952363073825836,0.6212467551231384
35,0.7488465905189514,0.6852425336837769,0.50113445520401,0.6900840401649475,0.6876835227012634,350,0.48772892355918884,0.6239634156227112
36,0.7523068189620972,0.6850684285163879,0.50113445520401,0.6898306012153625,0.6874693036079407,360,0.4718579351902008,0.6256791353225708
37,0.7393310070037842,0.6848843097686768,0.50113445520401,0.6896527409553528,0.6872883439064026,370,0.4269420802593231,0.6192450523376465
38,0.7314013838768005,0.6846792697906494,0.50113445520401,0.6895965337753296,0.6871581077575684,380,0.41094687581062317,0.6153131127357483
39,0.7368800640106201,0.6844269037246704,0.50113445520401,0.6895050406455994,0.6869866847991943,390,0.42018449306488037,0.6180297136306763
40,0.7472606897354126,0.6842533349990845,0.50113445520401,0.6889678835868835,0.6866302490234375,400,0.44287070631980896,0.6231769919395447
41,0.753892719745636,0.6840606331825256,0.50113445520401,0.6886570453643799,0.6863781809806824,410,0.45815619826316833,0.6264655590057373
42,0.7472606897354126,0.6838011145591736,0.50113445520401,0.6884345412254333,0.6861371397972107,420,0.4391956627368927,0.6231769919395447
43,0.7449538707733154,0.6835216879844666,0.50113445520401,0.6882526278495789,0.6859070062637329,430,0.43181079626083374,0.6220331788063049
44,0.725922703742981,0.6832349896430969,0.50113445520401,0.6880856156349182,0.685680627822876,440,0.39526838064193726,0.6125965118408203
45,0.7337082028388977,0.6829712986946106,0.50113445520401,0.6878837943077087,0.6854479908943176,450,0.40855473279953003,0.6164569854736328
46,0.7497116327285767,0.6827272772789001,0.50113445520401,0.6876382231712341,0.6852031350135803,460,0.4402301013469696,0.6243923306465149
