,at_least_3_accuracy,first_3_accuracy,global_step,loss,total_accuracy
0,0.49295374751091003,0.4633758068084717,1,0.7011989951133728,0.4782889485359192
1,0.49295374751091003,0.45063695311546326,51,0.6996615529060364,0.4719730019569397
2,0.49295374751091003,0.4069195091724396,101,0.6985529065132141,0.45029786229133606
3,0.49295374751091003,0.37116387486457825,151,0.6976020932197571,0.4325701594352722
4,0.49295374751091003,0.45874348282814026,201,0.6966093182563782,0.47599226236343384
5,0.49295374751091003,0.41864505410194397,251,0.6961645483970642,0.4561114013195038
6,0.49295374751091003,0.4635205566883087,301,0.6953832507133484,0.47836071252822876
7,0.49295374751091003,0.4869716167449951,351,0.6946836113929749,0.4899877905845642
8,0.49295374751091003,0.5131731033325195,401,0.6939880847930908,0.5029785633087158
9,0.49295374751091003,0.5428488850593567,451,0.6927657127380371,0.5176917910575867
10,0.49295374751091003,0.5693398714065552,501,0.6916266679763794,0.5308260917663574
11,0.5117437839508057,0.5298205018043518,551,0.6901814341545105,0.5207062363624573
12,0.5437722206115723,0.5526925325393677,601,0.688341498374939,0.548194944858551
13,0.6170818209648132,0.6498262882232666,651,0.6857151389122009,0.6333165764808655
14,0.7200000286102295,0.6816734075546265,701,0.681678056716919,0.7009976506233215
15,0.8230605125427246,0.7028083205223083,751,0.6753711700439453,0.7634392976760864
16,0.8425622582435608,0.7682397365570068,801,0.6650418043136597,0.8057130575180054
17,0.8409964442253113,0.8139837980270386,851,0.6490370631217957,0.8276035189628601
18,0.8279003500938416,0.830341637134552,901,0.6233096718788147,0.8291107416152954
19,0.8199288249015808,0.8425014615058899,951,0.5906605124473572,0.8311203718185425
20,0.8180782794952393,0.8662420511245728,1001,0.5442375540733337,0.8419579267501831
21,0.8069750666618347,0.8769542574882507,1051,0.49875280261039734,0.8416708707809448
22,0.822918176651001,0.8860741257667542,1101,0.45341578125953674,0.8542309403419495
23,0.8150889873504639,0.8888245224952698,1151,0.42093268036842346,0.8516471982002258
24,0.8102490901947021,0.8886798024177551,1201,0.40397050976753235,0.849135160446167
25,0.8411387801170349,0.8867979049682617,1251,0.374758780002594,0.8637766242027283
26,0.8395729660987854,0.9024319648742676,1301,0.3593143820762634,0.8707385063171387
27,0.8478291630744934,0.8950492143630981,1351,0.3467820882797241,0.8712409138679504
28,0.8545195460319519,0.8993920087814331,1401,0.331109881401062,0.8767673969268799
