,at_least_3_accuracy,first_3_accuracy,loss,steps,total_accuracy
0,0.38171473145484924,0.8853802680969238,0.6766442656517029,0,0.631600022315979
1,0.37933316826820374,0.8861193060874939,0.6390742659568787,10,0.6307666897773743
2,0.37073299288749695,0.8861193060874939,0.6078619956970215,20,0.6264333128929138
3,0.4537576138973236,0.8861193060874939,0.5676925182342529,30,0.6682666540145874
4,0.5473008751869202,0.8861193060874939,0.5336264371871948,40,0.715399980545044
5,0.5760783553123474,0.8861193060874939,0.5260826945304871,50,0.7299000024795532
6,0.6110743880271912,0.8861193060874939,0.5252875685691833,60,0.7475333213806152
7,0.6161021590232849,0.8861193060874939,0.5251181125640869,70,0.7500666379928589
8,0.6166313886642456,0.8861193060874939,0.5250580906867981,80,0.750333309173584
9,0.6168298721313477,0.8861193060874939,0.5252436399459839,90,0.7504333257675171
10,0.6165652275085449,0.8861193060874939,0.5251097679138184,100,0.7502999901771545
11,0.616763710975647,0.8861193060874939,0.5248375535011292,110,0.7504000067710876
12,0.6168960332870483,0.8861193060874939,0.5250346064567566,120,0.7504666447639465
13,0.6168960332870483,0.8861193060874939,0.5250347852706909,130,0.7504666447639465
14,0.6168960332870483,0.8861193060874939,0.5245485901832581,140,0.7504666447639465
15,0.6169621348381042,0.8861193060874939,0.5241291522979736,150,0.7505000233650208
16,0.6168298721313477,0.8861193060874939,0.523878812789917,160,0.7504333257675171
17,0.616763710975647,0.8861193060874939,0.525745689868927,170,0.7504000067710876
18,0.6168298721313477,0.8861193060874939,0.5278552174568176,180,0.7504333257675171
19,0.6169621348381042,0.8861193060874939,0.5255406498908997,190,0.7505000233650208
20,0.6171606183052063,0.8861193060874939,0.5241273045539856,200,0.7505999803543091
21,0.617226779460907,0.8861193060874939,0.5243737101554871,210,0.7506333589553833
22,0.6179544925689697,0.8861193060874939,0.525823712348938,220,0.7509999871253967
23,0.6182852387428284,0.8861193060874939,0.5263711214065552,230,0.7511666417121887
24,0.6173591017723083,0.8861193060874939,0.5229089260101318,240,0.7506999969482422
25,0.6170944571495056,0.8861193060874939,0.5208595991134644,250,0.7505666613578796
26,0.6176236867904663,0.8861193060874939,0.5205181241035461,260,0.7508333325386047
27,0.6184175610542297,0.8861193060874939,0.5220139026641846,270,0.7512333393096924
28,0.620600700378418,0.8861193060874939,0.5244445204734802,280,0.7523333430290222
29,0.6192114353179932,0.8861193060874939,0.5205166935920715,290,0.75163334608078
30,0.6185498833656311,0.8861193060874939,0.5177500247955322,300,0.7512999773025513
31,0.6192775964736938,0.8861193060874939,0.5168748497962952,310,0.7516666650772095
32,0.617689847946167,0.8861193060874939,0.5129125118255615,320,0.7508666515350342
33,0.6182852387428284,0.8861193060874939,0.5061455368995667,330,0.7511666417121887
34,0.6252315640449524,0.8861193060874939,0.4782809019088745,340,0.7546666860580444
35,0.6405795216560364,0.8861193060874939,0.4734113812446594,350,0.7623999714851379
36,0.6395871639251709,0.9000940322875977,0.46671438217163086,360,0.768833339214325
37,0.6605583429336548,0.891628623008728,0.49040237069129944,370,0.7752000093460083
38,0.6725986003875732,0.8971378803253174,0.4935378432273865,380,0.7839999794960022
39,0.6349563598632812,0.8828943967819214,0.4723908603191376,390,0.7579666376113892
40,0.6407780051231384,0.7565842270851135,0.5222864747047424,400,0.6982333064079285
41,0.6855649352073669,0.9407417178153992,0.437610924243927,410,0.812166690826416
42,0.6596322059631348,0.9410776495933533,0.43886178731918335,420,0.7992666959762573
43,0.6507012248039246,0.9407417178153992,0.438334584236145,430,0.7946000099182129
44,0.6597644686698914,0.924281120300293,0.44231200218200684,440,0.7910000085830688
45,0.6889388561248779,0.9043267965316772,0.4698741137981415,450,0.795799970626831
46,0.7106377482414246,0.9319403171539307,0.4294295012950897,460,0.8204333186149597
47,0.7171209454536438,0.9309325218200684,0.4389793574810028,470,0.823199987411499
48,0.7271764874458313,0.9249529838562012,0.4321831166744232,480,0.8252999782562256
49,0.7202963829040527,0.9236764311790466,0.42948684096336365,490,0.8212000131607056
50,0.7218179702758789,0.9311341047286987,0.4294990301132202,500,0.8256666660308838
51,0.7179148197174072,0.9336872100830078,0.4421516954898834,510,0.8249666690826416
52,0.7458983659744263,0.9401370882987976,0.4315102994441986,520,0.8422666788101196
53,0.7634956240653992,0.9306638240814209,0.42014583945274353,530,0.8464333415031433
54,0.7068007588386536,0.9246170520782471,0.4281216263771057,540,0.8148666620254517
55,0.7765281796455383,0.9174953103065491,0.4330536425113678,550,0.8464666604995728
56,0.7897592186927795,0.9163531064987183,0.4226117432117462,560,0.852566659450531
57,0.6075681447982788,0.9207202196121216,0.41519150137901306,570,0.7629333138465881
58,0.6025403738021851,0.9443697929382324,0.41460496187210083,580,0.7721333503723145
59,0.5432654023170471,0.947191596031189,0.4130425751209259,590,0.7436666488647461
60,0.7130193114280701,0.9426229596138,0.4043993055820465,600,0.8269333243370056
61,0.784268319606781,0.9414135813713074,0.4003787040710449,610,0.8622333407402039
62,0.803188681602478,0.9328137636184692,0.40426379442214966,620,0.8675000071525574
63,0.7699126601219177,0.9330825209617615,0.40659692883491516,630,0.8508666753768921
64,0.8206536173820496,0.9349637031555176,0.39955487847328186,640,0.8773666620254517
65,0.7353797554969788,0.9385917782783508,0.3928414285182953,650,0.8361999988555908
66,0.6499735116958618,0.9387261271476746,0.40119224786758423,660,0.793233335018158
67,0.6797432899475098,0.9366433620452881,0.4048473536968231,670,0.807200014591217
68,0.8100026249885559,0.8618651032447815,0.41789981722831726,680,0.8357333540916443
69,0.7173193693161011,0.9297232031822205,0.40526649355888367,690,0.822700023651123
70,0.834083080291748,0.9465197324752808,0.3754638731479645,700,0.8898666501045227
71,0.8604128360748291,0.946385383605957,0.4030451774597168,710,0.9030666947364807
72,0.8884625434875488,0.943429172039032,0.3872821033000946,720,0.9157333374023438
73,0.7724927067756653,0.945243239402771,0.3709259331226349,730,0.8582000136375427
74,0.7453691363334656,0.9342246651649475,0.3814835250377655,740,0.8390666842460632
75,0.8508864641189575,0.923878014087677,0.3280334174633026,750,0.8870999813079834
76,0.920216977596283,0.8587073087692261,0.32244762778282166,760,0.8896999955177307
77,0.8849563598632812,0.9467213153839111,0.2796717584133148,770,0.9156000018119812
78,0.6464011669158936,0.9454447627067566,0.40829578042030334,780,0.7947666645050049
79,0.796440839767456,0.9439666867256165,0.3237230181694031,790,0.8696333169937134
80,0.8833024501800537,0.9242139458656311,0.2623525559902191,800,0.9035999774932861
81,0.9246493577957153,0.9312012791633606,0.24006983637809753,810,0.9279000163078308
82,0.767795741558075,0.9457806944847107,0.30306288599967957,820,0.8561000227928162
83,0.8149642944335938,0.95055091381073,0.2915275990962982,830,0.8822333216667175
84,0.920216977596283,0.9379199147224426,0.2835002541542053,840,0.9290000200271606
85,0.7863191366195679,0.9262295365333557,0.28173938393592834,850,0.855733335018158
86,0.8690129518508911,0.921660840511322,0.24182845652103424,860,0.8951333165168762
87,0.9428420066833496,0.931402862071991,0.20897835493087769,870,0.937166690826416
88,0.8469833135604858,0.9457806944847107,0.22906988859176636,880,0.8960000276565552
89,0.8797301054000854,0.9422198534011841,0.2241065502166748,890,0.9107333421707153
90,0.9171738624572754,0.9448400735855103,0.20885232090950012,900,0.930899977684021
91,0.8204551339149475,0.9462510347366333,0.2636236846446991,910,0.8828666806221008
92,0.9485974907875061,0.9482665657997131,0.17927998304367065,920,0.9484333395957947
93,0.9350357055664062,0.9430932402610779,0.19619804620742798,930,0.9390333294868469
94,0.8963350057601929,0.9386589527130127,0.2155027687549591,940,0.9173333048820496
95,0.9058613181114197,0.9484681487083435,0.19755975902080536,950,0.9269999861717224
96,0.943172812461853,0.9520290493965149,0.1721293032169342,960,0.9475666880607605
97,0.9520375728607178,0.9540446400642395,0.15600787103176117,970,0.9530333280563354
98,0.9147261381149292,0.9542461633682251,0.1752423197031021,980,0.934333324432373
99,0.9372188448905945,0.9538430571556091,0.15293170511722565,990,0.9454666376113892
100,0.9259724617004395,0.9510884284973145,0.16102725267410278,1000,0.9384333491325378
101,0.9229955077171326,0.9345605969429016,0.18577614426612854,1010,0.9287333488464355
102,0.9415189027786255,0.9532383680343628,0.14798301458358765,1020,0.9473333358764648
103,0.9493913650512695,0.9534399509429932,0.13504494726657867,1030,0.9513999819755554
104,0.9480682611465454,0.9543805718421936,0.1355234831571579,1040,0.951200008392334
105,0.9339772462844849,0.9498790502548218,0.15736520290374756,1050,0.9418666958808899
106,0.9584546089172363,0.9543805718421936,0.12782102823257446,1060,0.9564333558082581
107,0.901032030582428,0.9471244215965271,0.1740812212228775,1070,0.9239000082015991
108,0.9178354144096375,0.9534399509429932,0.15599185228347778,1080,0.9355000257492065
109,0.8247552514076233,0.9556570649147034,0.21657797694206238,1090,0.8896999955177307
110,0.8522757291793823,0.9323434829711914,0.25495561957359314,1100,0.8920000195503235
111,0.9355649352073669,0.9342918395996094,0.1851273775100708,1110,0.9349333047866821
112,0.9643424153327942,0.9547836780548096,0.12880198657512665,1120,0.9595999717712402
113,0.9524344801902771,0.956866443157196,0.12542583048343658,1130,0.954633355140686
114,0.9521037340164185,0.9537087082862854,0.12815390527248383,1140,0.9528999924659729
115,0.9238555431365967,0.9489384293556213,0.15723486244678497,1150,0.9362999796867371
116,0.9518390893936157,0.9473260045051575,0.13166078925132751,1160,0.9495999813079834
117,0.9544191360473633,0.9496775269508362,0.12610797584056854,1170,0.9520666599273682
118,0.9643424153327942,0.9446385502815247,0.13443291187286377,1180,0.9545666575431824
119,0.961696207523346,0.9448400735855103,0.13751210272312164,1190,0.95333331823349
120,0.9702963829040527,0.9475947618484497,0.12198472768068314,1200,0.9590333104133606
121,0.9562053680419922,0.9553211331367493,0.12323327362537384,1210,0.9557666778564453
122,0.9680470824241638,0.9583445191383362,0.10623916238546371,1220,0.9632333517074585
123,0.9394019842147827,0.9574038982391357,0.13331572711467743,1230,0.9483333230018616
124,0.9563376307487488,0.9553211331367493,0.11820774525403976,1240,0.9558333158493042
125,0.9641439318656921,0.9394652247428894,0.1217108741402626,1250,0.9519000053405762
126,0.9656655192375183,0.9598226547241211,0.10465757548809052,1260,0.9627666473388672
127,0.9624239206314087,0.9584789276123047,0.10724760591983795,1270,0.9604666829109192
128,0.9650701284408569,0.9580085873603821,0.10484827309846878,1280,0.961566686630249
129,0.9460836052894592,0.9428917169570923,0.1362529844045639,1290,0.9445000290870667
130,0.8449986577033997,0.9481322169303894,0.22875739634037018,1300,0.8961666822433472
131,0.9300079345703125,0.9475947618484497,0.14329878985881805,1310,0.9387333393096924
132,0.8647128939628601,0.9582773447036743,0.19166375696659088,1320,0.911133348941803
133,0.9498544335365295,0.9588148593902588,0.11485042423009872,1330,0.9542999863624573
134,0.905332088470459,0.9522305727005005,0.15589281916618347,1340,0.928600013256073
135,0.9003043174743652,0.9601585865020752,0.16216479241847992,1350,0.9300000071525574
136,0.9595131278038025,0.9581429958343506,0.10410980135202408,1360,0.9588333368301392
137,0.9707594513893127,0.9590163826942444,0.09575534611940384,1370,0.9649333357810974
138,0.9597777128219604,0.953507125377655,0.10975372046232224,1380,0.9566666483879089
139,0.9706932902336121,0.9618381857872009,0.09141707420349121,1390,0.9663000106811523
140,0.9704287052154541,0.9617710113525391,0.09254954755306244,1400,0.9661333560943604
141,0.9603731036186218,0.9611663818359375,0.10091985762119293,1410,0.9607666730880737
142,0.9605715870857239,0.9616366624832153,0.09658375382423401,1420,0.9610999822616577
143,0.9732071757316589,0.959889829158783,0.08766461908817291,1430,0.9666000008583069
144,0.9760518670082092,0.9613679051399231,0.08760873228311539,1440,0.9687666893005371
145,0.9603731036186218,0.9600241780281067,0.10721132159233093,1450,0.9602000117301941
146,0.9248478412628174,0.9628459811210632,0.12640981376171112,1460,0.9437000155448914
147,0.8987165689468384,0.9602929353713989,0.15390345454216003,1470,0.9292666912078857
148,0.9509791135787964,0.9613007307052612,0.10778176784515381,1480,0.9560999870300293
149,0.9649378061294556,0.9626444578170776,0.09492728859186172,1490,0.9638000130653381
150,0.9771764874458313,0.9633834958076477,0.08286390453577042,1500,0.9703333377838135
151,0.9765810966491699,0.9565305113792419,0.08840221911668777,1510,0.9666333198547363
152,0.9786319136619568,0.9563961029052734,0.09005800634622574,1520,0.9675999879837036
153,0.974067211151123,0.9596210718154907,0.09275643527507782,1530,0.9668999910354614
154,0.9755226373672485,0.9605616927146912,0.0837085098028183,1540,0.9681000113487244
155,0.9553453326225281,0.9595538973808289,0.10385562479496002,1550,0.9574333429336548
156,0.9622254371643066,0.9603601098060608,0.10052990168333054,1560,0.9613000154495239
157,0.9716194868087769,0.9645256400108337,0.08130906522274017,1570,0.9681000113487244
158,0.9794257879257202,0.9516258835792542,0.08565434068441391,1580,0.9656333327293396
159,0.9723471999168396,0.9531711935997009,0.08979901671409607,1590,0.9628333449363708
160,0.9760518670082092,0.9541789889335632,0.08687938004732132,1600,0.9652000069618225
161,0.977904200553894,0.9638537764549255,0.07937107980251312,1610,0.9709333181381226
162,0.9790288209915161,0.9621069431304932,0.07562817633152008,1620,0.970633327960968
163,0.9689071178436279,0.961435079574585,0.08731023222208023,1630,0.9652000069618225
164,0.9634823799133301,0.9611663818359375,0.0890229120850563,1640,0.9623333215713501
165,0.9767134189605713,0.9470572471618652,0.09599145501852036,1650,0.9620000123977661
166,0.9809473156929016,0.9466541409492493,0.09528105705976486,1660,0.9639333486557007
167,0.9814766049385071,0.9658021926879883,0.07264337688684464,1670,0.9736999869346619
168,0.9818073511123657,0.9567992687225342,0.08728436380624771,1680,0.9693999886512756
169,0.9721487164497375,0.9443026185035706,0.10538532584905624,1690,0.9583333134651184
170,0.9686424732208252,0.9312684535980225,0.12041784822940826,1700,0.9501000046730042
171,0.9655993580818176,0.929185688495636,0.12348777800798416,1710,0.9475333094596863
172,0.977904200553894,0.9569336175918579,0.0834474116563797,1720,0.9674999713897705
173,0.9266340136528015,0.9557914733886719,0.13443703949451447,1730,0.941100001335144
174,0.9384096264839172,0.9634506702423096,0.11016464978456497,1740,0.9508333206176758
175,0.8676236867904663,0.9623085260391235,0.1960969716310501,1750,0.9146000146865845
