,at_least_4_accuracy,at_least_4_loss,at_least_6_or_at_most_2_accuracy,at_least_6_or_at_most_2_loss,loss,steps,total_F1,total_accuracy
1923,0.9948415160179138,0.024377629160881042,0.9762584567070007,0.29420220851898193,0.160612553358078,19230,0.9855688214302063,0.9854589104652405
1924,0.9961727261543274,0.022272098809480667,0.9778901934623718,0.29359087347984314,0.15926149487495422,19240,0.9870437383651733,0.9869418144226074
1925,0.9963391423225403,0.019136954098939896,0.976747989654541,0.29339349269866943,0.15760958194732666,19250,0.9865873456001282,0.9864475131034851
1926,0.9957567453384399,0.020511941984295845,0.9735661149024963,0.2934768795967102,0.1583324819803238,19260,0.9847431182861328,0.9845526218414307
1927,0.9969215393066406,0.02137339860200882,0.9689972996711731,0.29563257098197937,0.15984739363193512,19270,0.9830370545387268,0.9828225374221802
1928,0.9964223504066467,0.01929100602865219,0.9713633060455322,0.29383957386016846,0.15791109204292297,19280,0.9839785099029541,0.983769953250885
1929,0.9949247241020203,0.024292144924402237,0.9747899174690247,0.2937929630279541,0.16036364436149597,19290,0.9849434494972229,0.9847586154937744
1930,0.9973375201225281,0.020419657230377197,0.9728318452835083,0.29494476318359375,0.15902790427207947,19300,0.985125720500946,0.9849645495414734
1931,0.9972543716430664,0.019669465720653534,0.986538290977478,0.2942309081554413,0.15829609334468842,19310,0.9918739199638367,0.9918438196182251
1932,0.9967551231384277,0.019756224006414413,0.9906176328659058,0.29615041613578796,0.15930823981761932,19320,0.993668794631958,0.9936562776565552
1933,0.9961727261543274,0.02008429728448391,0.9901280999183655,0.2959343194961548,0.15936148166656494,19330,0.9931380152702332,0.9931207895278931
1934,0.9964223504066467,0.0226348377764225,0.9858856201171875,0.2943299114704132,0.1598142385482788,19340,0.9911264777183533,0.9911023378372192
1935,0.997503936290741,0.019063476473093033,0.976584792137146,0.2933695316314697,0.15756113827228546,19350,0.9870669841766357,0.9869418144226074
1936,0.9963391423225403,0.019162261858582497,0.9687525629997253,0.29364287853240967,0.1577480584383011,19360,0.9826599359512329,0.9824106097221375
1937,0.997503936290741,0.018985919654369354,0.9731581807136536,0.29337167739868164,0.15752385556697845,19370,0.9853785634040833,0.9852117300033569
1938,0.9907646179199219,0.028882082551717758,0.9761768579483032,0.2941514253616333,0.16281703114509583,19380,0.9834856390953064,0.9833992123603821
1939,0.9964223504066467,0.022252999246120453,0.9778085947036743,0.29332900047302246,0.15911981463432312,19390,0.9871223568916321,0.9870242476463318
1940,0.9964223504066467,0.019153110682964325,0.9789507985115051,0.29371142387390137,0.15777815878391266,19400,0.987716794013977,0.9876009225845337
1941,0.9970047473907471,0.021233055740594864,0.971771240234375,0.2934691905975342,0.15868563950061798,19410,0.9844386577606201,0.9842643141746521
1942,0.9962559342384338,0.022270945832133293,0.9635310173034668,0.2947472035884857,0.15984471142292023,19420,0.98003089427948,0.9797330498695374
1943,0.9964223504066467,0.019073957577347755,0.9697315692901611,0.293497234582901,0.1576307862997055,19430,0.9831775426864624,0.9829460978507996
1944,0.9965055584907532,0.019380081444978714,0.9811536073684692,0.29455527663230896,0.15831655263900757,19440,0.9888458251953125,0.9887543320655823
1945,0.9932606816291809,0.025277165696024895,0.9833564758300781,0.29339420795440674,0.16064997017383575,19450,0.9882951974868774,0.98826003074646
1946,0.9947583079338074,0.02368566021323204,0.9811536073684692,0.29341617226600647,0.1598731279373169,19460,0.9879517555236816,0.987889289855957
1947,0.9967551231384277,0.019294017925858498,0.9733213782310486,0.2932451069355011,0.1576123982667923,19470,0.9850953221321106,0.9849233627319336
1948,0.9964223504066467,0.019228504970669746,0.973076581954956,0.2935437262058258,0.1577308475971222,19480,0.9848244190216064,0.984635055065155
1949,0.9965055584907532,0.018856629729270935,0.9748715162277222,0.29338327050209045,0.15746565163135529,19490,0.9857445359230042,0.9855824708938599
1950,0.99717116355896,0.0197129026055336,0.9752794504165649,0.2929615378379822,0.15767666697502136,19500,0.9862567186355591,0.986117959022522
