,at_least_4_accuracy,at_least_6_or_at_most_2_accuracy,global_step,loss,total_accuracy
0,0.41574597358703613,0.48768025636672974,1,0.6964313387870789,0.45158904790878296
1,0.4233570694923401,0.4863617718219757,51,0.6956885457038879,0.45475074648857117
2,0.45183730125427246,0.4857025146484375,101,0.6951230764389038,0.4687114953994751
3,0.505933403968811,0.4810877740383148,151,0.6945449709892273,0.49355342984199524
4,0.5334315299987793,0.48141738772392273,201,0.6940762400627136,0.5075141787528992
5,0.5612570643424988,0.4790275990962982,251,0.6934348344802856,0.520284116268158
6,0.5826172232627869,0.46559539437294006,301,0.6927561163902283,0.5243081450462341
7,0.5545461773872375,0.4702925384044647,351,0.692121148109436,0.5125646591186523
8,0.648743748664856,0.45372888445854187,401,0.691264808177948,0.5515726208686829
9,0.5984941720962524,0.4622991383075714,451,0.6906105875968933,0.5306315422058105
10,0.6227186918258667,0.4526576101779938,501,0.6897530555725098,0.5379814505577087
11,0.6716588735580444,0.44960856437683105,551,0.6888707280158997,0.5610166788101196
12,0.6376135349273682,0.4491141438484192,601,0.6879674792289734,0.5436888933181763
13,0.7413045167922974,0.443510502576828,651,0.6868683695793152,0.5929210782051086
14,0.7703576683998108,0.4445817768573761,701,0.685135543346405,0.6080315113067627
15,0.8013749122619629,0.47012773156166077,751,0.683478057384491,0.636322557926178
16,0.7959734797477722,0.4829007089138031,801,0.6809234619140625,0.639976978302002
17,0.7890989184379578,0.5008652806282043,851,0.67739337682724,0.6454792022705078
18,0.680988609790802,0.5175937414169312,901,0.6730193495750427,0.5995729565620422
19,0.6592192649841309,0.5362999439239502,951,0.6666426062583923,0.5979715585708618
20,0.8148784637451172,0.5211371779441833,1001,0.65699303150177,0.6685144305229187
21,0.8225713968276978,0.5164400339126587,1051,0.6460243463516235,0.6700336933135986
22,0.7043948173522949,0.5733003616333008,1101,0.636147677898407,0.6390736699104309
23,0.9154595136642456,0.562587559223175,1151,0.6218085289001465,0.7396320700645447
24,0.8939356803894043,0.5645653009414673,1201,0.6025413274765015,0.7298185229301453
25,0.8891889452934265,0.4495261609554291,1251,0.5856817364692688,0.6701157689094543
26,0.8844422698020935,0.550226628780365,1301,0.5693218111991882,0.7179108262062073
27,0.8890252709388733,0.5286361575126648,1351,0.5551393032073975,0.7094522714614868
28,0.88043212890625,0.4835599362850189,1401,0.5449670553207397,0.6826804876327515
29,0.8972911238670349,0.4975690245628357,1451,0.5310964584350586,0.6981194019317627
30,0.9070300459861755,0.4835599362850189,1501,0.5260562896728516,0.6960253119468689
31,0.8947540521621704,0.49320149421691895,1551,0.5185240507125854,0.6946702599525452
32,0.9049022197723389,0.4751545190811157,1601,0.5085477828979492,0.6907694935798645
33,0.8882068991661072,0.46814998984336853,1651,0.5031681656837463,0.6789028644561768
34,0.9023651480674744,0.5001236200332642,1701,0.49235352873802185,0.7019380927085876
35,0.9016286134719849,0.5030078291893005,1751,0.4916897416114807,0.7030056715011597
36,0.9146411418914795,0.506963312625885,1801,0.4822348952293396,0.7115052938461304
37,0.8994189500808716,0.5281417369842529,1851,0.47940969467163086,0.7144206166267395
38,0.921351969242096,0.538936972618103,1901,0.46722671389579773,0.7308039665222168
39,0.9294541478157043,0.5431396961212158,1951,0.46153226494789124,0.736963152885437
40,0.9232342839241028,0.5707457661628723,2001,0.4569324553012848,0.7475979328155518
41,0.9284720420837402,0.5841779708862305,2051,0.4479493796825409,0.7569187879562378
42,0.927899181842804,0.6056860089302063,2101,0.44200441241264343,0.7673482894897461
43,0.9274899959564209,0.608817458152771,2151,0.436012864112854,0.768703281879425
44,0.9138227105140686,0.6368355751037598,2201,0.4357609152793884,0.7758068442344666
45,0.9221704006195068,0.6603213548660278,2251,0.4231662154197693,0.7916974425315857
46,0.9281446933746338,0.6788628101348877,2301,0.4160662293434143,0.8039336204528809
47,0.9302725195884705,0.6929542422294617,2351,0.4102542996406555,0.8120226860046387
48,0.9138227105140686,0.7012773156166077,2401,0.418987512588501,0.8079165816307068
49,0.9420574307441711,0.7128965854644775,2451,0.39731505513191223,0.8278722167015076
50,0.9374744296073914,0.7152039408683777,2501,0.3975793123245239,0.8267225027084351
51,0.9436123967170715,0.7287185788154602,2551,0.3850729167461395,0.8365361094474792
52,0.9296996593475342,0.7368767857551575,2601,0.3858705163002014,0.8336207866668701
53,0.9310091137886047,0.751792311668396,2651,0.37862712144851685,0.8417097926139832
54,0.9339553117752075,0.756736695766449,2701,0.3756296932697296,0.8456516265869141
55,0.9467223286628723,0.7495673894882202,2751,0.36415138840675354,0.8484848737716675
56,0.9436123967170715,0.7639884352684021,2801,0.35828813910484314,0.8541101813316345
57,0.9306817054748535,0.7580552101135254,2851,0.36526134610176086,0.8446661829948425
58,0.9413208961486816,0.7761021852493286,2901,0.3526885509490967,0.8589964509010315
59,0.9520419239997864,0.7812113761901855,2951,0.34378814697265625,0.8669212460517883
60,0.9454128742218018,0.7841780185699463,3001,0.33985912799835205,0.8650735020637512
61,0.9531058073043823,0.7842603921890259,3051,0.3338128328323364,0.8689742684364319
62,0.9533513188362122,0.7879686951637268,3101,0.3288944363594055,0.8709452152252197
63,0.952123761177063,0.7775030732154846,3151,0.3272470533847809,0.8651145696640015
64,0.950486958026886,0.788710355758667,3201,0.3213137090206146,0.8698776364326477
65,0.9498322010040283,0.7900288701057434,3251,0.319148451089859,0.8702061176300049
66,0.9489319920539856,0.8042027354240417,3301,0.3148263096809387,0.8768169283866882
67,0.9532694816589355,0.8112896680831909,3351,0.30830836296081543,0.8825244307518005
68,0.9502414464950562,0.8072517514228821,3401,0.3092813491821289,0.8789932131767273
69,0.9519600868225098,0.8076637983322144,3451,0.3019551634788513,0.8800607919692993
70,0.9562975764274597,0.8142563104629517,3501,0.2963418960571289,0.8855218887329102
71,0.9538424015045166,0.8207663893699646,3551,0.2952934801578522,0.8875339031219482
72,0.9563794136047363,0.8229913711547852,3601,0.28961536288261414,0.889915406703949
73,0.9581798911094666,0.8221672773361206,3651,0.2885728180408478,0.8904081583023071
