,at_least_4_accuracy,at_least_6_or_at_most_2_accuracy,global_step,loss,total_accuracy
0,0.4461576044559479,0.49942511320114136,1,0.7156010866165161,0.4726315438747406
1,0.4440477192401886,0.49942511320114136,51,0.7113435864448547,0.4715702533721924
2,0.47366711497306824,0.49942511320114136,101,0.7073830962181091,0.4864688217639923
3,0.48210662603378296,0.49942511320114136,151,0.7047910094261169,0.490713894367218
4,0.4669317603111267,0.49942511320114136,201,0.7027637958526611,0.4830809533596039
5,0.47334253787994385,0.49942511320114136,251,0.7008566856384277,0.4863055646419525
6,0.46230626106262207,0.49942511320114136,301,0.6996999382972717,0.4807543158531189
7,0.45013388991355896,0.49942511320114136,351,0.6984055042266846,0.4746316075325012
8,0.438448429107666,0.49950721859931946,401,0.6973212361335754,0.46879464387893677
9,0.4353647530078888,0.500328540802002,451,0.6960307359695435,0.46765175461769104
10,0.4741540253162384,0.4999178647994995,501,0.6952937841415405,0.48695865273475647
11,0.42205631732940674,0.49950721859931946,551,0.6942950487136841,0.46054941415786743
12,0.4530552625656128,0.4997536242008209,601,0.6932132840156555,0.4762643277645111
13,0.4649841785430908,0.5035315155982971,651,0.6919444799423218,0.4841422140598297
14,0.4938732385635376,0.4997536242008209,701,0.6910367012023926,0.49679577350616455
15,0.5636614561080933,0.4997536242008209,751,0.6897480487823486,0.5318992733955383
16,0.6797046065330505,0.5049277544021606,801,0.6878523230552673,0.5928405523300171
17,0.741864800453186,0.5045170783996582,851,0.6856821179389954,0.6239030361175537
18,0.764099657535553,0.5044349431991577,901,0.6827649474143982,0.6350463032722473
19,0.8036192655563354,0.5100197196006775,951,0.6788569092750549,0.6577003002166748
20,0.8312910795211792,0.5248028635978699,1001,0.6731979846954346,0.6789664626121521
21,0.8422462344169617,0.4865308701992035,1051,0.6653009057044983,0.6654557585716248
22,0.7486813068389893,0.47577202320098877,1101,0.6572352051734924,0.6130454540252686
23,0.8540128469467163,0.4603317975997925,1151,0.6452711820602417,0.6583533883094788
24,0.837620735168457,0.4710085391998291,1201,0.6334419846534729,0.6554145216941833
25,0.8495496511459351,0.45236530900001526,1251,0.6196237206459045,0.6521490812301636
26,0.8396494388580322,0.46985873579978943,1301,0.6049926280975342,0.6558635234832764
27,0.8567718863487244,0.46254926919937134,1351,0.5886793732643127,0.6608433127403259
28,0.8533636331558228,0.4747043251991272,1401,0.5755333304405212,0.6651700139045715
29,0.8573399186134338,0.48702365159988403,1451,0.5638678669929504,0.6732928156852722
30,0.857826828956604,0.4953186511993408,1501,0.5527418255805969,0.6776602864265442
31,0.8656171560287476,0.4930190443992615,1551,0.5461392402648926,0.6804359555244446
32,0.8785198330879211,0.5386826395988464,1601,0.5324028730392456,0.7096207737922668
33,0.8893938064575195,0.4980289041996002,1651,0.5255662798881531,0.6948854923248291
34,0.8956422805786133,0.5019710659980774,1701,0.5111015439033508,0.6999877691268921
35,0.8987259864807129,0.5033673048019409,1751,0.5014969110488892,0.7022327184677124
36,0.9019719362258911,0.5039421916007996,1801,0.4934857189655304,0.7041512131690979
37,0.8768157362937927,0.595022976398468,1851,0.4890183210372925,0.7367647886276245
38,0.8715410232543945,0.5618429780006409,1901,0.4850999712944031,0.7176211476325989
39,0.9254239797592163,0.545499324798584,1951,0.47079700231552124,0.7366014719009399
40,0.9222592115402222,0.5279237627983093,2001,0.46400609612464905,0.7262745499610901
41,0.9357299208641052,0.5089520215988159,2051,0.45893171429634094,0.7236213684082031
42,0.9401931166648865,0.5283344388008118,2101,0.4517239034175873,0.735499382019043
43,0.9308609962463379,0.5929697751998901,2151,0.4527451694011688,0.7629290819168091
44,0.9143065810203552,0.5973225831985474,2201,0.4473337233066559,0.756765604019165
45,0.9447374939918518,0.7215012907981873,2251,0.4370928406715393,0.8337891101837158
46,0.9458735585212708,0.6906208992004395,2301,0.4332009255886078,0.8190129995346069
47,0.9328085780143738,0.6769875288009644,2351,0.42937198281288147,0.8056655526161194
48,0.9431145191192627,0.6986694931983948,2401,0.42280852794647217,0.8216253519058228
49,0.9335389137268066,0.6889783143997192,2451,0.42093008756637573,0.811992347240448
50,0.9439259767532349,0.7068824172019958,2501,0.41825076937675476,0.8261153697967529
51,0.9534204602241516,0.7157523036003113,2551,0.40780067443847656,0.8352993726730347
52,0.9533392786979675,0.7532851696014404,2601,0.402191162109375,0.8539124131202698
53,0.9394627809524536,0.7950887084007263,2651,0.4001471996307373,0.8677088618278503
54,0.9507425427436829,0.8089684844017029,2701,0.39238855242729187,0.8802808523178101
55,0.9493629932403564,0.8066688776016235,2751,0.3887501358985901,0.8784440159797668
56,0.9464415907859802,0.7867937088012695,2801,0.38422277569770813,0.8670966029167175
57,0.9594254493713379,0.7534493803977966,2851,0.37626057863235474,0.8570553660392761
58,0.9580459594726562,0.7927069664001465,2901,0.3692851960659027,0.8758724927902222
59,0.9558548927307129,0.7925426959991455,2951,0.3627857267856598,0.8746887445449829
60,0.9604803919792175,0.8060118556022644,3001,0.35833796858787537,0.8837095499038696
61,0.9605615735054016,0.7992772459983826,3051,0.35139551758766174,0.8804032802581787
62,0.9613730311393738,0.7908179759979248,3101,0.34397944808006287,0.8766071796417236
63,0.9506613612174988,0.8016589879989624,3151,0.34986960887908936,0.8766071796417236
64,0.961048424243927,0.7955814599990845,3201,0.3361981511116028,0.8788113594055176
65,0.9585328102111816,0.8015768527984619,3251,0.33111122250556946,0.8805257081985474
66,0.9634829163551331,0.7854796051979065,3301,0.32462215423583984,0.8750153183937073
67,0.9617787599563599,0.795499324798584,3351,0.322360634803772,0.8791379332542419
68,0.9655116200447083,0.8011662364006042,3401,0.3151801526546478,0.8838319778442383
69,0.9634829163551331,0.7980453372001648,3451,0.3116414248943329,0.8812604546546936
70,0.9645378589630127,0.7994415163993835,3501,0.3092832565307617,0.8824849724769592
71,0.9663231372833252,0.8002628087997437,3551,0.30379438400268555,0.8837911486625671
72,0.9655116200447083,0.7988666296005249,3601,0.30057254433631897,0.8826891183853149
73,0.9530958533287048,0.7986202239990234,3651,0.3050905764102936,0.8763214945793152
74,0.9508236646652222,0.7976347208023071,3701,0.30718886852264404,0.8746887445449829
75,0.9573155641555786,0.7860545516014099,3751,0.3021891713142395,0.8721988797187805
76,0.9602369666099548,0.802890956401825,3801,0.2932838499546051,0.882036030292511
77,0.968189537525177,0.8053547739982605,3851,0.2845693826675415,0.8872606754302979
78,0.9682707190513611,0.7982096076011658,3901,0.2848775386810303,0.8837503790855408
79,0.9552057385444641,0.809625506401062,3951,0.2876714766025543,0.8828523755073547
80,0.9706240296363831,0.8088042140007019,4001,0.2770647704601288,0.890199601650238
81,0.9691633582115173,0.8071616291999817,4051,0.27679187059402466,0.888648509979248
82,0.9670534729957581,0.8066688776016235,4101,0.27491694688796997,0.8873423337936401
83,0.9708674550056458,0.8106931447982788,4151,0.27077046036720276,0.8912608623504639
84,0.9700559973716736,0.8110216856002808,4201,0.2681349813938141,0.8910159468650818
85,0.972571611404419,0.8119251132011414,4251,0.26469460129737854,0.8927302956581116
86,0.9715978503227234,0.8144710659980774,4301,0.26371902227401733,0.893505871295929
87,0.9569910168647766,0.8212877511978149,4351,0.27282777428627014,0.8895465135574341
88,0.9741134643554688,0.8238337635993958,4401,0.2576806843280792,0.8994244933128357
89,0.9745191931724548,0.8203843832015991,4451,0.25882723927497864,0.8979141712188721
90,0.9582082033157349,0.826461911201477,4501,0.264627069234848,0.8927302956581116
91,0.9727339148521423,0.8300755620002747,4551,0.25298768281936646,0.9018326997756958
92,0.9560983777046204,0.8354960680007935,4601,0.2637782096862793,0.8961590528488159
93,0.9750872254371643,0.8331143260002136,4651,0.24773581326007843,0.9045267105102539
94,0.9587762951850891,0.8376314043998718,4701,0.2558848261833191,0.898567259311676
95,0.9690821766853333,0.8406701683998108,4751,0.2461526244878769,0.9052614569664001
96,0.9748438000679016,0.8319644927978516,4801,0.24341726303100586,0.9038327932357788
97,0.9709486365318298,0.8409165740013123,4851,0.2389819473028183,0.906322717666626
98,0.9733831286430359,0.8417378664016724,4901,0.23614883422851562,0.9079554080963135
99,0.9751684069633484,0.835578203201294,4951,0.23438633978366852,0.9057920575141907
100,0.9554491639137268,0.8395203948020935,5001,0.24968616664409637,0.8978325724601746
101,0.9723281860351562,0.8470762372016907,5051,0.23140357434749603,0.9100779891014099
102,0.9767913818359375,0.8479796051979065,5101,0.227449432015419,0.9127719402313232
103,0.9692444801330566,0.8428055047988892,5151,0.23422467708587646,0.9064043164253235
104,0.9763855934143066,0.8520039319992065,5201,0.2242894023656845,0.9145679473876953
105,0.9733831286430359,0.8539750576019287,5251,0.22719761729240417,0.91403728723526
106,0.9783331751823425,0.855124831199646,5301,0.2224043756723404,0.9170986413955688
107,0.9721658825874329,0.8517575263977051,5351,0.22493405640125275,0.9123229384422302
108,0.9759798645973206,0.8561103940010071,5401,0.21821030974388123,0.9164047241210938
109,0.9786577820777893,0.8570138216018677,5451,0.21577100455760956,0.9182007312774658
110,0.9795504212379456,0.861038088798523,5501,0.2134406715631485,0.9206498265266418
111,0.979793906211853,0.8616951107978821,5551,0.21320930123329163,0.9210988283157349
112,0.9668911695480347,0.8523324728012085,5601,0.22455626726150513,0.9099555015563965
113,0.9783331751823425,0.8630913496017456,5651,0.20781348645687103,0.9210579991340637
114,0.9814168810844421,0.8588206171989441,5701,0.2093542218208313,0.920486569404602
115,0.9783331751823425,0.865062415599823,5751,0.2086288034915924,0.922037661075592
116,0.9810922741889954,0.8658015727996826,5801,0.20533105731010437,0.9237927794456482
117,0.9779274463653564,0.8671977519989014,5851,0.2035878449678421,0.9228948354721069
118,0.9777651429176331,0.8667050004005432,5901,0.20531272888183594,0.9225682616233826
119,0.9705429077148438,0.8685118556022644,5951,0.20823819935321808,0.9198334813117981
120,0.9824718236923218,0.8717148303985596,6001,0.19667311012744904,0.9274256229400635
121,0.9810922741889954,0.8602167963981628,6051,0.19919359683990479,0.9210171699523926
122,0.9820660352706909,0.8705650568008423,6101,0.19350853562355042,0.9266500473022461
123,0.9814980030059814,0.8727003931999207,6151,0.19175118207931519,0.9274256229400635
124,0.9788200855255127,0.8770532011985779,6201,0.19431565701961517,0.9282419681549072
