,at_least_4_accuracy,at_least_6_or_at_most_2_accuracy,global_step,loss,total_accuracy
0,0.5282508730888367,0.5085529088973999,1,0.6918749809265137,0.5183525681495667
1,0.5260399580001831,0.5085529088973999,51,0.690834641456604,0.5172526240348816
2,0.5955617427825928,0.5085529088973999,101,0.6895942091941833,0.5518393516540527
3,0.6214379072189331,0.5085529088973999,151,0.6885098218917847,0.5647125840187073
4,0.6769570708274841,0.5085529088973999,201,0.6873573660850525,0.5923330783843994
5,0.7585161924362183,0.5085529088973999,251,0.6856446266174316,0.632908284664154
6,0.8280379772186279,0.5084718465805054,301,0.6833674311637878,0.6674542427062988
7,0.8067474365234375,0.507580041885376,351,0.6803907155990601,0.6564142107963562
8,0.6948902606964111,0.5066072344779968,401,0.6768773198127747,0.6002770066261292
9,0.8527677655220032,0.5027969479560852,451,0.6698459982872009,0.6769055128097534
10,0.8504749536514282,0.49452775716781616,501,0.6613544821739197,0.6716095805168152
11,0.8562889099121094,0.4874746799468994,551,0.6495998501777649,0.6709577441215515
12,0.8517851233482361,0.488852858543396,601,0.6332283020019531,0.6694096922874451
13,0.8416311740875244,0.4729631245136261,651,0.6168234348297119,0.6563735008239746
14,0.8367998600006104,0.45229023694992065,701,0.599005937576294,0.6435816884040833
15,0.8405666351318359,0.36870694160461426,751,0.5864195227622986,0.60345458984375
16,0.8407304286956787,0.3230644464492798,801,0.5759455561637878,0.5806005001068115
17,0.8399115800857544,0.35476288199424744,851,0.5653140544891357,0.5961217284202576
18,0.8376187086105347,0.48179975152015686,901,0.5589096546173096,0.6588177680969238
19,0.843105137348175,0.510660707950592,951,0.552014172077179,0.6760500073432922
20,0.8520308136940002,0.5109850168228149,1001,0.5428194403648376,0.68065345287323
21,0.857926607131958,0.4763680696487427,1051,0.535820484161377,0.6661913990974426
22,0.8719292283058167,0.4677746295928955,1101,0.5271545648574829,0.6688393950462341
23,0.8739764094352722,0.4949331283569336,1151,0.5194492936134338,0.683505117893219
